Estonian	1	20515
Estonian	2	11862
Estonian	3	12428
Estonian	4	13571
Estonian	5	8642
Estonian	6	17460
Estonian	7	16967
Estonian	8	8693
Estonian	9	11164
Estonian	10	13178
Estonian	11	9140
Estonian	12	14372
Estonian	13	12556
Estonian	14	10480
Estonian	15	8140
Estonian	16	15809
Estonian	17	16783
Estonian	18	13769
Estonian	19	14249
Estonian	20	15909
Estonian	21	19911
Estonian	22	9506
Estonian	23	14653
Estonian	24	12539
Estonian	25	12696
Estonian	26	7381
Estonian	27	15199
Estonian	28	16869
Estonian	29	13034
Estonian	30	9396
Estonian	31	19011
Estonian	32	11297
Estonian	33	14612
Estonian	34	14708
Estonian	35	12679
Estonian	36	9721
Estonian	37	17064
Estonian	38	18008
Estonian	39	12782
Estonian	40	20533
Estonian	41	20935
Estonian	42	11809
Estonian	43	8999
Estonian	44	9065
Estonian	45	20292
Estonian	46	12621
Estonian	47	16503
Estonian	48	13144
Estonian	49	8786
Estonian	50	10497
Estonian	51	9255
Estonian	52	14671
Estonian	53	17808
Estonian	54	12218
Estonian	55	10185
Estonian	56	10711
Estonian	57	23832
Estonian	58	16472
Estonian	59	10348
Estonian	60	11225
Estonian	61	11601
Estonian	62	8946
Estonian	63	13949
Estonian	64	15967
Estonian	65	8539
Estonian	66	12864
Estonian	67	14047
Estonian	68	17917
Estonian	69	11234
Estonian	70	29710
Estonian	71	9364
Estonian	72	11671
Estonian	73	10876
Estonian	74	9226
Estonian	75	7970
Estonian	76	18810
Estonian	77	11779
Estonian	78	13322
Estonian	79	9489
Estonian	80	11862
Estonian	81	16477
Estonian	82	16044
Estonian	83	12922
Estonian	84	6668
Estonian	85	10548
Estonian	86	18634
Estonian	87	8625
Estonian	88	15719
Estonian	89	11467
Estonian	90	11255
Estonian	91	10184
Estonian	92	7946
Estonian	93	8452
Estonian	94	12118
Estonian	95	9386
Estonian	96	18973
Estonian	97	8569
Estonian	98	6711
Estonian	99	14083
Estonian	100	17665
Estonian	101	8390
Estonian	102	8601
Estonian	103	15517
Estonian	104	11726
Estonian	105	13403
Estonian	106	13213
Estonian	107	8468
Estonian	108	17825
Estonian	109	14525
Estonian	110	9416
Estonian	111	10020
Estonian	112	12019
Estonian	113	10571
Estonian	114	8349
Estonian	115	14689
Estonian	116	10610
Estonian	117	8723
Estonian	118	11622
Estonian	119	9408
Estonian	120	12639
Estonian	121	11344
Estonian	122	13353
Estonian	123	11517
Estonian	124	17696
Estonian	125	15276
Estonian	126	11074
Estonian	127	7450
Estonian	128	11152
Estonian	129	10294
Estonian	130	8346
Estonian	131	9196
Estonian	132	15175
Estonian	133	10431
Estonian	134	8064
Estonian	135	13414
Estonian	136	11610
Estonian	137	9953
Estonian	138	9039
Estonian	139	15928
Estonian	140	14991
Estonian	141	12642
Estonian	142	9503
Estonian	143	17483
Estonian	144	12806
Estonian	145	17623
Estonian	146	19904
Estonian	147	11055
Estonian	148	13971
Estonian	149	11482
Estonian	150	10479
Estonian	151	14012
Estonian	152	13904
Estonian	153	14607
Estonian	154	9067
Estonian	155	9404
Estonian	156	12840
Estonian	157	9058
Estonian	158	6755
Estonian	159	16685
Estonian	160	14567
Estonian	161	12450
Estonian	162	19265
Estonian	163	11615
Estonian	164	21951
Estonian	165	17725
Estonian	166	11646
Estonian	167	14022
Estonian	168	10357
Estonian	169	7876
Estonian	170	8152
Estonian	171	12571
Estonian	172	15851
Estonian	173	10100
Estonian	174	11961
Estonian	175	9133
Estonian	176	13009
Estonian	177	8678
Estonian	178	11862
Estonian	179	9980
Estonian	180	8842
Estonian	181	17430
Estonian	182	12884
Estonian	183	12379
Estonian	184	14353
Estonian	185	9587
Estonian	186	15229
Estonian	187	12061
Estonian	188	10021
Estonian	189	25815
Estonian	190	12391
Estonian	191	7352
Estonian	192	16756
Estonian	193	15660
Estonian	194	11242
Estonian	195	12955
Estonian	196	12094
Estonian	197	7720
Estonian	198	6346
Estonian	199	7713
Estonian	200	16850
Estonian	201	17760
Estonian	202	12747
Estonian	203	8789
Estonian	204	14315
Estonian	205	14770
Estonian	206	11233
Estonian	207	12284
Estonian	208	13270
Estonian	209	7889
Estonian	210	10991
Estonian	211	18321
Estonian	212	12605
Estonian	213	9480
Estonian	214	10994
Estonian	215	10601
Estonian	216	9741
Estonian	217	20004
Estonian	218	11262
Estonian	219	13470
Estonian	220	10329
Estonian	221	15822
Estonian	222	10239
Estonian	223	13818
Estonian	224	10966
Estonian	225	11744
Estonian	226	14109
Estonian	227	11118
Estonian	228	7948
Estonian	229	21726
Estonian	230	10813
Estonian	231	8720
Estonian	232	11748
Estonian	233	17880
Estonian	234	21324
Estonian	235	15360
Estonian	236	10670
Estonian	237	17323
Estonian	238	12013
Estonian	239	13003
Estonian	240	28848
Estonian	241	14958
Estonian	242	10599
Estonian	243	7730
Estonian	244	11593
Estonian	245	9796
Estonian	246	12108
Estonian	247	15564
Estonian	248	11228
Estonian	249	15142
Estonian	250	13076
Estonian	251	16221
Estonian	252	10438
Estonian	253	12619
Estonian	254	7844
Estonian	255	10804
Estonian	256	12775
Estonian	257	8903
Estonian	258	10425
Estonian	259	13116
Estonian	260	13987
Estonian	261	12029
Estonian	262	11542
Estonian	263	9164
Estonian	264	10533
Estonian	265	10366
Estonian	266	11172
Estonian	267	13060
Estonian	268	10126
Estonian	269	8771
Estonian	270	10221
Estonian	271	14710
Estonian	272	9188
Estonian	273	12015
Estonian	274	13914
Estonian	275	13784
Estonian	276	12083
Estonian	277	13928
Estonian	278	11378
Estonian	279	8936
Estonian	280	10011
Estonian	281	13353
Estonian	282	8679
Estonian	283	8955
Estonian	284	16813
Estonian	285	7571
Estonian	286	11875
Estonian	287	12535
Estonian	288	15341
Estonian	289	15593
Estonian	290	13541
Estonian	291	11869
Estonian	292	9687
Estonian	293	9270
Estonian	294	11483
Estonian	295	14193
Estonian	296	15850
Estonian	297	13350
Estonian	298	10690
Estonian	299	12534
Estonian	300	23412
Estonian	301	10032
Estonian	302	19386
Estonian	303	9091
Estonian	304	10234
Estonian	305	18414
Estonian	306	9613
Estonian	307	10662
Estonian	308	9005
Estonian	309	11770
Estonian	310	11357
Estonian	311	13391
Estonian	312	13047
Estonian	313	14117
Estonian	314	6669
Estonian	315	14108
Estonian	316	15646
Estonian	317	14121
Estonian	318	10383
Estonian	319	8580
Estonian	320	9767
Estonian	321	10497
Estonian	322	9346
Estonian	323	12043
Estonian	324	10554
Estonian	325	11971
Estonian	326	8304
Estonian	327	11872
Estonian	328	25331
Estonian	329	11088
Estonian	330	17796
Estonian	331	10705
Estonian	332	11790
Estonian	333	8144
Estonian	334	10076
Estonian	335	11100
Estonian	336	10154
Estonian	337	6774
Estonian	338	17615
Estonian	339	11641
Estonian	340	11418
Estonian	341	15128
Estonian	342	16669
Estonian	343	12265
Estonian	344	17626
Estonian	345	12749
Estonian	346	11975
Estonian	347	9715
Estonian	348	10069
Estonian	349	11769
Estonian	350	13156
Estonian	351	12046
Estonian	352	9504
Estonian	353	15035
Estonian	354	15346
Estonian	355	10635
Estonian	356	14639
Estonian	357	13572
Estonian	358	10252
Estonian	359	14657
Estonian	360	15236
Estonian	361	9701
Estonian	362	14823
Estonian	363	14868
Estonian	364	10574
Estonian	365	18229
Estonian	366	10311
Estonian	367	7536
Estonian	368	14648
Estonian	369	10724
Estonian	370	7690
Estonian	371	12046
Estonian	372	11696
Estonian	373	16561
Estonian	374	14598
Estonian	375	18395
Estonian	376	13867
Estonian	377	6857
Estonian	378	11139
Estonian	379	12880
Estonian	380	13866
Estonian	381	12171
Estonian	382	13633
Estonian	383	11180
Estonian	384	15494
Estonian	385	11490
Estonian	386	8438
Estonian	387	10189
Estonian	388	9139
Estonian	389	16228
Estonian	390	10120
Estonian	391	14857
Estonian	392	11992
Estonian	393	12191
Estonian	394	11055
Estonian	395	14702
Estonian	396	7636
Estonian	397	8522
Estonian	398	16369
Estonian	399	12051
Estonian	400	13738
Estonian	401	12514
Estonian	402	12779
Estonian	403	7970
Estonian	404	11735
Estonian	405	11388
Estonian	406	9834
Estonian	407	18260
Estonian	408	25337
Estonian	409	10685
Estonian	410	15855
Estonian	411	9037
Estonian	412	9655
Estonian	413	10297
Estonian	414	11842
Estonian	415	16111
Estonian	416	18130
Estonian	417	14516
Estonian	418	14097
Estonian	419	7817
Estonian	420	14408
Estonian	421	11892
Estonian	422	22595
Estonian	423	15789
Estonian	424	14460
Estonian	425	12012
Estonian	426	15240
Estonian	427	8969
Estonian	428	12687
Estonian	429	8321
Estonian	430	14828
Estonian	431	8090
Estonian	432	14592
Estonian	433	14020
Estonian	434	9064
Estonian	435	11049
Estonian	436	9739
Estonian	437	16352
Estonian	438	13225
Estonian	439	10693
Estonian	440	13517
Estonian	441	7040
Estonian	442	17629
Estonian	443	11069
Estonian	444	10027
Estonian	445	15359
Estonian	446	14702
Estonian	447	16648
Estonian	448	13446
Estonian	449	15343
Estonian	450	11768
Estonian	451	8984
Estonian	452	16849
Estonian	453	11011
Estonian	454	13577
Estonian	455	12732
Estonian	456	17575
Estonian	457	12233
Estonian	458	12522
Estonian	459	9457
Estonian	460	10408
Estonian	461	10055
Estonian	462	12504
Estonian	463	11558
Estonian	464	8434
Estonian	465	5268
Estonian	466	7605
Estonian	467	10742
Estonian	468	12739
Estonian	469	14708
Estonian	470	17269
Estonian	471	14460
Estonian	472	19169
Estonian	473	9541
Estonian	474	13224
Estonian	475	12731
Estonian	476	10316
Estonian	477	10464
Estonian	478	9761
Estonian	479	10843
Estonian	480	11054
Estonian	481	16802
Estonian	482	11843
Estonian	483	8958
Estonian	484	8654
Estonian	485	11648
Estonian	486	18617
Estonian	487	11461
Estonian	488	13404
Estonian	489	14452
Estonian	490	11700
Estonian	491	13155
Estonian	492	15231
Estonian	493	16419
Estonian	494	17160
Estonian	495	10735
Estonian	496	16337
Estonian	497	11138
Estonian	498	15983
Estonian	499	15091
Estonian	500	11406
Estonian	501	13298
Estonian	502	13183
Estonian	503	12813
Estonian	504	13141
Estonian	505	11157
