Bible	Language	Token	Count
tur-x-bible-goodnews.txt	Turkish.txt	ɟ	9683
tur-x-bible-goodnews.txt	Turkish.txt	k	???
tur-x-bible-goodnews.txt	Turkish.txt	g	???
tur-x-bible-goodnews.txt	Turkish.txt	m	22518
tur-x-bible-goodnews.txt	Turkish.txt	n	62342
tur-x-bible-goodnews.txt	Turkish.txt	f	1448
tur-x-bible-goodnews.txt	Turkish.txt	v(v, vː)	7477
tur-x-bible-goodnews.txt	Turkish.txt	s	24496
tur-x-bible-goodnews.txt	Turkish.txt	z	12617
tur-x-bible-goodnews.txt	Turkish.txt	ʃ	10670
tur-x-bible-goodnews.txt	Turkish.txt	ʒ	153
tur-x-bible-goodnews.txt	Turkish.txt	ɮ	44970
tur-x-bible-goodnews.txt	Turkish.txt	ɣ	???
tur-x-bible-goodnews.txt	Turkish.txt	h(h, x)	7502
tur-x-bible-goodnews.txt	Turkish.txt	ɾ	49669
tur-x-bible-goodnews.txt	Turkish.txt	j	25494
tur-x-bible-goodnews.txt	Turkish.txt	ɫ	???
tur-x-bible-goodnews.txt	Turkish.txt	l	???
tur-x-bible-goodnews.txt	Turkish.txt	i	63054
tur-x-bible-goodnews.txt	Turkish.txt	y	14558
tur-x-bible-goodnews.txt	Turkish.txt	e	66770
tur-x-bible-goodnews.txt	Turkish.txt	œ	8330
tur-x-bible-goodnews.txt	Turkish.txt	a	77423
tur-x-bible-goodnews.txt	Turkish.txt	ɯ	35225
tur-x-bible-goodnews.txt	Turkish.txt	u	24454
tur-x-bible-goodnews.txt	Turkish.txt	o	16548
tur-x-bible-goodnews.txt	Turkish.txt	iː	1611
tur-x-bible-goodnews.txt	Turkish.txt	eː	1634
tur-x-bible-goodnews.txt	Turkish.txt	uː	1123
tur-x-bible-goodnews.txt	Turkish.txt	aː	1918
tur-x-bible-2009.txt	Turkish.txt	p	21552
tur-x-bible-2009.txt	Turkish.txt	b	72234
tur-x-bible-2009.txt	Turkish.txt	t(t, tː)	80674
tur-x-bible-2009.txt	Turkish.txt	d(d, dː)	126812
tur-x-bible-2009.txt	Turkish.txt	tʃ	29171
tur-x-bible-2009.txt	Turkish.txt	dʒ	28382
tur-x-bible-2009.txt	Turkish.txt	c	126639
tur-x-bible-2009.txt	Turkish.txt	ɟ	36800
tur-x-bible-2009.txt	Turkish.txt	k	???
tur-x-bible-2009.txt	Turkish.txt	g	???
tur-x-bible-2009.txt	Turkish.txt	m	78682
tur-x-bible-2009.txt	Turkish.txt	n	238393
tur-x-bible-2009.txt	Turkish.txt	f	6291
tur-x-bible-2009.txt	Turkish.txt	v(v, vː)	29830
tur-x-bible-2009.txt	Turkish.txt	s	86783
tur-x-bible-2009.txt	Turkish.txt	z	41604
tur-x-bible-2009.txt	Turkish.txt	ʃ	41665
tur-x-bible-2009.txt	Turkish.txt	ʒ	165
tur-x-bible-2009.txt	Turkish.txt	ɮ	181792
tur-x-bible-2009.txt	Turkish.txt	ɣ	???
tur-x-bible-2009.txt	Turkish.txt	h(h, x)	27972
tur-x-bible-2009.txt	Turkish.txt	ɾ	200499
tur-x-bible-2009.txt	Turkish.txt	j	103049
tur-x-bible-2009.txt	Turkish.txt	ɫ	???
tur-x-bible-2009.txt	Turkish.txt	l	???
tur-x-bible-2009.txt	Turkish.txt	i	216711
tur-x-bible-2009.txt	Turkish.txt	y	62031
tur-x-bible-2009.txt	Turkish.txt	e	240196
tur-x-bible-2009.txt	Turkish.txt	œ	29527
tur-x-bible-2009.txt	Turkish.txt	a	328128
tur-x-bible-2009.txt	Turkish.txt	ɯ	151032
tur-x-bible-2009.txt	Turkish.txt	u	97216
tur-x-bible-2009.txt	Turkish.txt	o	64268
tur-x-bible-2009.txt	Turkish.txt	iː	4749
tur-x-bible-2009.txt	Turkish.txt	eː	5133
tur-x-bible-2009.txt	Turkish.txt	uː	3559
tur-x-bible-2009.txt	Turkish.txt	aː	10390
Unable to find <ig> = /idʒ/ in inventory
cat-x-bible-inter.txt	Catalan.txt	p	19532
cat-x-bible-inter.txt	Catalan.txt	b(b, β, bː, pː, w)	???
cat-x-bible-inter.txt	Catalan.txt	t	39485
cat-x-bible-inter.txt	Catalan.txt	d(d, ð)	24434
cat-x-bible-inter.txt	Catalan.txt	tʃ	9
cat-x-bible-inter.txt	Catalan.txt	dʒ	383
cat-x-bible-inter.txt	Catalan.txt	k	11987
cat-x-bible-inter.txt	Catalan.txt	g(g, ɣ, gː, kː)	???
cat-x-bible-inter.txt	Catalan.txt	m(m, mː, ɱ)	20213
cat-x-bible-inter.txt	Catalan.txt	n(n, nː)	43003
cat-x-bible-inter.txt	Catalan.txt	ɲ	1684
cat-x-bible-inter.txt	Catalan.txt	ŋ	???
cat-x-bible-inter.txt	Catalan.txt	r	1323
cat-x-bible-inter.txt	Catalan.txt	ɾ	47364
cat-x-bible-inter.txt	Catalan.txt	f	6272
cat-x-bible-inter.txt	Catalan.txt	v(v, b)	23216
cat-x-bible-inter.txt	Catalan.txt	s	80802
cat-x-bible-inter.txt	Catalan.txt	z	307
cat-x-bible-inter.txt	Catalan.txt	ʃ(ʃ, tʃ)	3577
cat-x-bible-inter.txt	Catalan.txt	ʒ(ʒ, dʒ)	9955
cat-x-bible-inter.txt	Catalan.txt	j	???
cat-x-bible-inter.txt	Catalan.txt	w	???
cat-x-bible-inter.txt	Catalan.txt	l(l, ll)	33953
cat-x-bible-inter.txt	Catalan.txt	ʎ(ʎ, ʎː)	6224
cat-x-bible-inter.txt	Catalan.txt	i	53089
cat-x-bible-inter.txt	Catalan.txt	e(e, ə)	106489
cat-x-bible-inter.txt	Catalan.txt	ɛ(ɛ, ə)	2179
cat-x-bible-inter.txt	Catalan.txt	a(a, ə)	84237
cat-x-bible-inter.txt	Catalan.txt	o(o, u)	2382
cat-x-bible-inter.txt	Catalan.txt	ɔ(ɔ, u)	36427
cat-x-bible-inter.txt	Catalan.txt	u	35957
Unable to find <ig> = /idʒ/ in inventory
cat-x-bible-evangelica.txt	Catalan.txt	p	20057
cat-x-bible-evangelica.txt	Catalan.txt	b(b, β, bː, pː, w)	???
cat-x-bible-evangelica.txt	Catalan.txt	t	40419
cat-x-bible-evangelica.txt	Catalan.txt	d(d, ð)	25655
cat-x-bible-evangelica.txt	Catalan.txt	tʃ	15
cat-x-bible-evangelica.txt	Catalan.txt	dʒ	597
cat-x-bible-evangelica.txt	Catalan.txt	k	12695
cat-x-bible-evangelica.txt	Catalan.txt	g(g, ɣ, gː, kː)	???
cat-x-bible-evangelica.txt	Catalan.txt	m(m, mː, ɱ)	20814
cat-x-bible-evangelica.txt	Catalan.txt	n(n, nː)	43158
cat-x-bible-evangelica.txt	Catalan.txt	ɲ	1618
cat-x-bible-evangelica.txt	Catalan.txt	ŋ	???
cat-x-bible-evangelica.txt	Catalan.txt	r	1253
cat-x-bible-evangelica.txt	Catalan.txt	ɾ	46991
cat-x-bible-evangelica.txt	Catalan.txt	f	6524
cat-x-bible-evangelica.txt	Catalan.txt	v(v, b)	23008
cat-x-bible-evangelica.txt	Catalan.txt	s	81144
cat-x-bible-evangelica.txt	Catalan.txt	z	350
cat-x-bible-evangelica.txt	Catalan.txt	ʃ(ʃ, tʃ)	3523
cat-x-bible-evangelica.txt	Catalan.txt	ʒ(ʒ, dʒ)	10201
cat-x-bible-evangelica.txt	Catalan.txt	j	???
cat-x-bible-evangelica.txt	Catalan.txt	w	???
cat-x-bible-evangelica.txt	Catalan.txt	l(l, ll)	36476
cat-x-bible-evangelica.txt	Catalan.txt	ʎ(ʎ, ʎː)	5642
cat-x-bible-evangelica.txt	Catalan.txt	i	53748
cat-x-bible-evangelica.txt	Catalan.txt	e(e, ə)	106006
cat-x-bible-evangelica.txt	Catalan.txt	ɛ(ɛ, ə)	2370
cat-x-bible-evangelica.txt	Catalan.txt	a(a, ə)	84534
cat-x-bible-evangelica.txt	Catalan.txt	o(o, u)	2583
cat-x-bible-evangelica.txt	Catalan.txt	ɔ(ɔ, u)	35326
cat-x-bible-evangelica.txt	Catalan.txt	u	36145
arn-x-bible.txt	Mapudungun.txt	p(p, pʰ, pʷ)	24700
arn-x-bible.txt	Mapudungun.txt	t̪(t̪, t̪ʰ, tʷ)	???
arn-x-bible.txt	Mapudungun.txt	t	55832
arn-x-bible.txt	Mapudungun.txt	k(k, c, kʰ, cʰ, kʷ)	49387
arn-x-bible.txt	Mapudungun.txt	tʃ	21144
arn-x-bible.txt	Mapudungun.txt	ʈʂ(ʈʂ, t̺s̺, t̺ʰ, ʈʰ)	7169
arn-x-bible.txt	Mapudungun.txt	m(m, mː)	57245
arn-x-bible.txt	Mapudungun.txt	n̪	???
arn-x-bible.txt	Mapudungun.txt	n(n, nː, n̥ː)	49679
arn-x-bible.txt	Mapudungun.txt	ɲ(ɲ, ɲː)	???
arn-x-bible.txt	Mapudungun.txt	ŋ(ŋ, ɲ)	54282
arn-x-bible.txt	Mapudungun.txt	f(f, fʷ, fː)	36808
arn-x-bible.txt	Mapudungun.txt	θ	13551
arn-x-bible.txt	Mapudungun.txt	s	11566
arn-x-bible.txt	Mapudungun.txt	ʃ	???
arn-x-bible.txt	Mapudungun.txt	ʐ(ʐ, ɻ, ʂ, ɭ)	17132
arn-x-bible.txt	Mapudungun.txt	ɣ(ɣ, ʝ)	935
arn-x-bible.txt	Mapudungun.txt	j(j, ʝ)	39682
arn-x-bible.txt	Mapudungun.txt	̪l(l̪, l̪̥, l̪ː)	???
arn-x-bible.txt	Mapudungun.txt	l(l, l̥, lː)	48320
arn-x-bible.txt	Mapudungun.txt	ʎ	5678
arn-x-bible.txt	Mapudungun.txt	w	37895
arn-x-bible.txt	Mapudungun.txt	ɪ(ɪ, ɪ̝, iː, i)	81692
arn-x-bible.txt	Mapudungun.txt	ë(ë, ë̝, ë̝ʰ, ë̝ʷ, e, e̝, ëː)	140963
arn-x-bible.txt	Mapudungun.txt	ɐ̝(ɐ̝, ɜ, ɜ̃, ʌ̈)	89075
arn-x-bible.txt	Mapudungun.txt	ö(ö, ö̝)	20788
arn-x-bible.txt	Mapudungun.txt	ʊ(ʊ, ʊ̝, ʊ̃, ʊː, ʉ, ʊ̟, iʷ, ʊ̝ː,)	???
arn-x-bible.txt	Mapudungun.txt	ɘ(ɘ, ɨ̞, ɚ, ɨ̞̥)	43877
tem-x-bible.txt	Temne.txt	p	12289
tem-x-bible.txt	Temne.txt	b	12220
tem-x-bible.txt	Temne.txt	t̪	10040
tem-x-bible.txt	Temne.txt	t	25383
tem-x-bible.txt	Temne.txt	d	5871
tem-x-bible.txt	Temne.txt	k	46849
tem-x-bible.txt	Temne.txt	gb	4557
tem-x-bible.txt	Temne.txt	m	31311
tem-x-bible.txt	Temne.txt	n	26811
tem-x-bible.txt	Temne.txt	ŋ	33835
tem-x-bible.txt	Temne.txt	tʃ	???
tem-x-bible.txt	Temne.txt	f	7607
tem-x-bible.txt	Temne.txt	s	21432
tem-x-bible.txt	Temne.txt	ʃ	???
tem-x-bible.txt	Temne.txt	h	3535
tem-x-bible.txt	Temne.txt	r	29046
tem-x-bible.txt	Temne.txt	j	15289
tem-x-bible.txt	Temne.txt	w	10501
tem-x-bible.txt	Temne.txt	l	12884
tem-x-bible.txt	Temne.txt	i(i, í, ì)	36330
tem-x-bible.txt	Temne.txt	e(e, é, è)	20686
tem-x-bible.txt	Temne.txt	ɛ(ɛ, ɛ́, ɛ̀)	23934
tem-x-bible.txt	Temne.txt	ə(ə, ə́, ə̀)	29727
tem-x-bible.txt	Temne.txt	a(a, á, à)	86655
tem-x-bible.txt	Temne.txt	ʌ(ʌ, ʌ́, ʌ̀)	23629
tem-x-bible.txt	Temne.txt	ɔ(ɔ, ɔ́, ɔ̀)	44931
tem-x-bible.txt	Temne.txt	o(o, ó, ò)	15504
tem-x-bible.txt	Temne.txt	u(u, ú, ù)	16451
eus-x-bible-Hautin1571.txt	Basque (Western Low Navarrese dialect).txt	p	7228
eus-x-bible-Hautin1571.txt	Basque (Western Low Navarrese dialect).txt	t	48358
eus-x-bible-Hautin1571.txt	Basque (Western Low Navarrese dialect).txt	c	46657
eus-x-bible-Hautin1571.txt	Basque (Western Low Navarrese dialect).txt	k	2803
eus-x-bible-Hautin1571.txt	Basque (Western Low Navarrese dialect).txt	pʰ	596
eus-x-bible-Hautin1571.txt	Basque (Western Low Navarrese dialect).txt	tʰ	3117
eus-x-bible-Hautin1571.txt	Basque (Western Low Navarrese dialect).txt	kʰ	???
eus-x-bible-Hautin1571.txt	Basque (Western Low Navarrese dialect).txt	b	20035
eus-x-bible-Hautin1571.txt	Basque (Western Low Navarrese dialect).txt	d	26240
eus-x-bible-Hautin1571.txt	Basque (Western Low Navarrese dialect).txt	ɟ	22
eus-x-bible-Hautin1571.txt	Basque (Western Low Navarrese dialect).txt	g	18890
eus-x-bible-Hautin1571.txt	Basque (Western Low Navarrese dialect).txt	f	2453
eus-x-bible-Hautin1571.txt	Basque (Western Low Navarrese dialect).txt	s	10650
eus-x-bible-Hautin1571.txt	Basque (Western Low Navarrese dialect).txt	ʂ	17528
eus-x-bible-Hautin1571.txt	Basque (Western Low Navarrese dialect).txt	ʃ	148
eus-x-bible-Hautin1571.txt	Basque (Western Low Navarrese dialect).txt	h	18298
eus-x-bible-Hautin1571.txt	Basque (Western Low Navarrese dialect).txt	ts	10147
eus-x-bible-Hautin1571.txt	Basque (Western Low Navarrese dialect).txt	tʂ	???
eus-x-bible-Hautin1571.txt	Basque (Western Low Navarrese dialect).txt	tʃ	???
eus-x-bible-Hautin1571.txt	Basque (Western Low Navarrese dialect).txt	m	8529
eus-x-bible-Hautin1571.txt	Basque (Western Low Navarrese dialect).txt	n	72153
eus-x-bible-Hautin1571.txt	Basque (Western Low Navarrese dialect).txt	ɲ	198
eus-x-bible-Hautin1571.txt	Basque (Western Low Navarrese dialect).txt	l	16389
eus-x-bible-Hautin1571.txt	Basque (Western Low Navarrese dialect).txt	ʎ	511
eus-x-bible-Hautin1571.txt	Basque (Western Low Navarrese dialect).txt	ɾ	49193
eus-x-bible-Hautin1571.txt	Basque (Western Low Navarrese dialect).txt	ʁ(ʁ, r)	5496
eus-x-bible-Hautin1571.txt	Basque (Western Low Navarrese dialect).txt	i	56378
eus-x-bible-Hautin1571.txt	Basque (Western Low Navarrese dialect).txt	e(e, j, eː)	112539
eus-x-bible-Hautin1571.txt	Basque (Western Low Navarrese dialect).txt	a(a, aː)	106005
eus-x-bible-Hautin1571.txt	Basque (Western Low Navarrese dialect).txt	o(o, w, oː)	27885
eus-x-bible-Hautin1571.txt	Basque (Western Low Navarrese dialect).txt	u(u, uː)	37877
eus-x-bible-Hautin1571.txt	Basque (Western Low Navarrese dialect).txt	ai	11443
eus-x-bible-Hautin1571.txt	Basque (Western Low Navarrese dialect).txt	ei	1877
eus-x-bible-Hautin1571.txt	Basque (Western Low Navarrese dialect).txt	oi	1112
eus-x-bible-Hautin1571.txt	Basque (Western Low Navarrese dialect).txt	ui	7404
eus-x-bible-Hautin1571.txt	Basque (Western Low Navarrese dialect).txt	au	5427
eus-x-bible-Hautin1571.txt	Basque (Western Low Navarrese dialect).txt	eu	1208
eus-x-bible-navarrolabourdin.txt	Basque (Western Low Navarrese dialect).txt	p	7229
eus-x-bible-navarrolabourdin.txt	Basque (Western Low Navarrese dialect).txt	t	48403
eus-x-bible-navarrolabourdin.txt	Basque (Western Low Navarrese dialect).txt	c	46660
eus-x-bible-navarrolabourdin.txt	Basque (Western Low Navarrese dialect).txt	k	2804
eus-x-bible-navarrolabourdin.txt	Basque (Western Low Navarrese dialect).txt	pʰ	596
eus-x-bible-navarrolabourdin.txt	Basque (Western Low Navarrese dialect).txt	tʰ	3117
eus-x-bible-navarrolabourdin.txt	Basque (Western Low Navarrese dialect).txt	kʰ	???
eus-x-bible-navarrolabourdin.txt	Basque (Western Low Navarrese dialect).txt	b	20049
eus-x-bible-navarrolabourdin.txt	Basque (Western Low Navarrese dialect).txt	d	26247
eus-x-bible-navarrolabourdin.txt	Basque (Western Low Navarrese dialect).txt	ɟ	22
eus-x-bible-navarrolabourdin.txt	Basque (Western Low Navarrese dialect).txt	g	18890
eus-x-bible-navarrolabourdin.txt	Basque (Western Low Navarrese dialect).txt	f	2453
eus-x-bible-navarrolabourdin.txt	Basque (Western Low Navarrese dialect).txt	s	10651
eus-x-bible-navarrolabourdin.txt	Basque (Western Low Navarrese dialect).txt	ʂ	17528
eus-x-bible-navarrolabourdin.txt	Basque (Western Low Navarrese dialect).txt	ʃ	148
eus-x-bible-navarrolabourdin.txt	Basque (Western Low Navarrese dialect).txt	h	18301
eus-x-bible-navarrolabourdin.txt	Basque (Western Low Navarrese dialect).txt	ts	10147
eus-x-bible-navarrolabourdin.txt	Basque (Western Low Navarrese dialect).txt	tʂ	???
eus-x-bible-navarrolabourdin.txt	Basque (Western Low Navarrese dialect).txt	tʃ	???
eus-x-bible-navarrolabourdin.txt	Basque (Western Low Navarrese dialect).txt	m	8529
eus-x-bible-navarrolabourdin.txt	Basque (Western Low Navarrese dialect).txt	n	72153
eus-x-bible-navarrolabourdin.txt	Basque (Western Low Navarrese dialect).txt	ɲ	198
eus-x-bible-navarrolabourdin.txt	Basque (Western Low Navarrese dialect).txt	l	16390
eus-x-bible-navarrolabourdin.txt	Basque (Western Low Navarrese dialect).txt	ʎ	511
eus-x-bible-navarrolabourdin.txt	Basque (Western Low Navarrese dialect).txt	ɾ	49192
eus-x-bible-navarrolabourdin.txt	Basque (Western Low Navarrese dialect).txt	ʁ(ʁ, r)	5497
eus-x-bible-navarrolabourdin.txt	Basque (Western Low Navarrese dialect).txt	i	56386
eus-x-bible-navarrolabourdin.txt	Basque (Western Low Navarrese dialect).txt	e(e, j, eː)	112590
eus-x-bible-navarrolabourdin.txt	Basque (Western Low Navarrese dialect).txt	a(a, aː)	106008
eus-x-bible-navarrolabourdin.txt	Basque (Western Low Navarrese dialect).txt	o(o, w, oː)	27900
eus-x-bible-navarrolabourdin.txt	Basque (Western Low Navarrese dialect).txt	u(u, uː)	37877
eus-x-bible-navarrolabourdin.txt	Basque (Western Low Navarrese dialect).txt	ai	11443
eus-x-bible-navarrolabourdin.txt	Basque (Western Low Navarrese dialect).txt	ei	1877
eus-x-bible-navarrolabourdin.txt	Basque (Western Low Navarrese dialect).txt	oi	1112
eus-x-bible-navarrolabourdin.txt	Basque (Western Low Navarrese dialect).txt	ui	7404
eus-x-bible-navarrolabourdin.txt	Basque (Western Low Navarrese dialect).txt	au	5427
eus-x-bible-navarrolabourdin.txt	Basque (Western Low Navarrese dialect).txt	eu	1208
eus-x-bible-batua.txt	Basque (Western Low Navarrese dialect).txt	p	4295
eus-x-bible-batua.txt	Basque (Western Low Navarrese dialect).txt	t	38841
eus-x-bible-batua.txt	Basque (Western Low Navarrese dialect).txt	c	3
eus-x-bible-batua.txt	Basque (Western Low Navarrese dialect).txt	k	34343
eus-x-bible-batua.txt	Basque (Western Low Navarrese dialect).txt	pʰ	???
eus-x-bible-batua.txt	Basque (Western Low Navarrese dialect).txt	tʰ	2
eus-x-bible-batua.txt	Basque (Western Low Navarrese dialect).txt	kʰ	???
eus-x-bible-batua.txt	Basque (Western Low Navarrese dialect).txt	b	20354
eus-x-bible-batua.txt	Basque (Western Low Navarrese dialect).txt	d	22325
eus-x-bible-batua.txt	Basque (Western Low Navarrese dialect).txt	ɟ	7429
eus-x-bible-batua.txt	Basque (Western Low Navarrese dialect).txt	g	20440
eus-x-bible-batua.txt	Basque (Western Low Navarrese dialect).txt	f	1007
eus-x-bible-batua.txt	Basque (Western Low Navarrese dialect).txt	s	34519
eus-x-bible-batua.txt	Basque (Western Low Navarrese dialect).txt	ʂ	17825
eus-x-bible-batua.txt	Basque (Western Low Navarrese dialect).txt	ʃ	353
eus-x-bible-batua.txt	Basque (Western Low Navarrese dialect).txt	h	12929
eus-x-bible-batua.txt	Basque (Western Low Navarrese dialect).txt	ts	11626
eus-x-bible-batua.txt	Basque (Western Low Navarrese dialect).txt	tʂ	???
eus-x-bible-batua.txt	Basque (Western Low Navarrese dialect).txt	tʃ	965
eus-x-bible-batua.txt	Basque (Western Low Navarrese dialect).txt	m	6685
eus-x-bible-batua.txt	Basque (Western Low Navarrese dialect).txt	n	62052
eus-x-bible-batua.txt	Basque (Western Low Navarrese dialect).txt	ɲ	2
eus-x-bible-batua.txt	Basque (Western Low Navarrese dialect).txt	l	15091
eus-x-bible-batua.txt	Basque (Western Low Navarrese dialect).txt	ʎ	1
eus-x-bible-batua.txt	Basque (Western Low Navarrese dialect).txt	ɾ	39949
eus-x-bible-batua.txt	Basque (Western Low Navarrese dialect).txt	ʁ(ʁ, r)	7427
eus-x-bible-batua.txt	Basque (Western Low Navarrese dialect).txt	i	53494
eus-x-bible-batua.txt	Basque (Western Low Navarrese dialect).txt	e(e, j, eː)	99427
eus-x-bible-batua.txt	Basque (Western Low Navarrese dialect).txt	a(a, aː)	94919
eus-x-bible-batua.txt	Basque (Western Low Navarrese dialect).txt	o(o, w, oː)	33514
eus-x-bible-batua.txt	Basque (Western Low Navarrese dialect).txt	u(u, uː)	36369
eus-x-bible-batua.txt	Basque (Western Low Navarrese dialect).txt	ai	11649
eus-x-bible-batua.txt	Basque (Western Low Navarrese dialect).txt	ei	1551
eus-x-bible-batua.txt	Basque (Western Low Navarrese dialect).txt	oi	1062
eus-x-bible-batua.txt	Basque (Western Low Navarrese dialect).txt	ui	147
eus-x-bible-batua.txt	Basque (Western Low Navarrese dialect).txt	au	3971
eus-x-bible-batua.txt	Basque (Western Low Navarrese dialect).txt	eu	1124
