Language	Family	ISOCode	Position	PPercent	Observed	OPercent	TotalInventory	TranscriptLength
Hebrew	Afro-Asiatic	heb	459	64.000	28	93.333	30	459
Hebrew	Afro-Asiatic	heb	466	65.000	28	93.333	30	466
Hebrew	Afro-Asiatic	heb	473	66.000	28	93.333	30	473
Hebrew	Afro-Asiatic	heb	480	67.000	28	93.333	30	480
Hebrew	Afro-Asiatic	heb	488	68.000	28	93.333	30	488
Hebrew	Afro-Asiatic	heb	495	69.000	28	93.333	30	495
Hebrew	Afro-Asiatic	heb	502	70.000	28	93.333	30	502
Hebrew	Afro-Asiatic	heb	509	71.000	28	93.333	30	509
Hebrew	Afro-Asiatic	heb	516	72.000	28	93.333	30	516
Hebrew	Afro-Asiatic	heb	523	73.000	28	93.333	30	523
Hebrew	Afro-Asiatic	heb	531	74.000	28	93.333	30	531
Hebrew	Afro-Asiatic	heb	538	75.000	28	93.333	30	538
Hebrew	Afro-Asiatic	heb	545	76.000	28	93.333	30	545
Hebrew	Afro-Asiatic	heb	552	77.000	28	93.333	30	552
Hebrew	Afro-Asiatic	heb	559	78.000	28	93.333	30	559
Hebrew	Afro-Asiatic	heb	566	79.000	28	93.333	30	566
Hebrew	Afro-Asiatic	heb	574	80.000	28	93.333	30	574
Hebrew	Afro-Asiatic	heb	581	81.000	28	93.333	30	581
Hebrew	Afro-Asiatic	heb	588	82.000	28	93.333	30	588
Hebrew	Afro-Asiatic	heb	595	83.000	28	93.333	30	595
Hebrew	Afro-Asiatic	heb	602	84.000	28	93.333	30	602
Hebrew	Afro-Asiatic	heb	609	85.000	28	93.333	30	609
Hebrew	Afro-Asiatic	heb	617	86.000	28	93.333	30	617
Hebrew	Afro-Asiatic	heb	624	87.000	28	93.333	30	624
Hebrew	Afro-Asiatic	heb	631	88.000	28	93.333	30	631
Hebrew	Afro-Asiatic	heb	638	89.000	28	93.333	30	638
Hebrew	Afro-Asiatic	heb	645	90.000	28	93.333	30	645
Hebrew	Afro-Asiatic	heb	652	91.000	28	93.333	30	652
Hebrew	Afro-Asiatic	heb	660	92.000	28	93.333	30	660
Hebrew	Afro-Asiatic	heb	667	93.000	28	93.333	30	667
Hebrew	Afro-Asiatic	heb	674	94.000	28	93.333	30	674
Hebrew	Afro-Asiatic	heb	681	95.000	28	93.333	30	681
Hebrew	Afro-Asiatic	heb	688	96.000	28	93.333	30	688
Hebrew	Afro-Asiatic	heb	695	97.000	28	93.333	30	695
Hebrew	Afro-Asiatic	heb	703	98.000	28	93.333	30	703
Hebrew	Afro-Asiatic	heb	710	99.000	28	93.333	30	710
Hebrew	Afro-Asiatic	heb	717	100.000	28	93.333	30	717
Hindi	Indo-European	hin	0	0.000	0	0.000	85	0
Hindi	Indo-European	hin	6	1.000	5	5.882	85	6
Hindi	Indo-European	hin	12	2.000	9	10.588	85	12
Hindi	Indo-European	hin	18	3.000	11	12.941	85	18
Hindi	Indo-European	hin	24	4.000	14	16.471	85	24
Hindi	Indo-European	hin	30	5.000	16	18.824	85	30
Hindi	Indo-European	hin	36	6.000	19	22.353	85	36
Hindi	Indo-European	hin	42	7.000	20	23.529	85	42
Hindi	Indo-European	hin	48	8.000	22	25.882	85	48
Hindi	Indo-European	hin	54	9.000	25	29.412	85	54
Hindi	Indo-European	hin	60	10.000	28	32.941	85	60
Hindi	Indo-European	hin	66	11.000	30	35.294	85	66
Hindi	Indo-European	hin	72	12.000	31	36.471	85	72
Hindi	Indo-European	hin	79	13.000	31	36.471	85	79
Hindi	Indo-European	hin	85	14.000	32	37.647	85	85
Hindi	Indo-European	hin	91	15.000	32	37.647	85	91
Hindi	Indo-European	hin	97	16.000	33	38.824	85	97
Hindi	Indo-European	hin	103	17.000	33	38.824	85	103
Hindi	Indo-European	hin	109	18.000	33	38.824	85	109
Hindi	Indo-European	hin	115	19.000	34	40.000	85	115
Hindi	Indo-European	hin	121	20.000	35	41.176	85	121
Hindi	Indo-European	hin	127	21.000	35	41.176	85	127
Hindi	Indo-European	hin	133	22.000	35	41.176	85	133
Hindi	Indo-European	hin	139	23.000	35	41.176	85	139
Hindi	Indo-European	hin	145	24.000	35	41.176	85	145
Hindi	Indo-European	hin	151	25.000	35	41.176	85	151
Hindi	Indo-European	hin	157	26.000	35	41.176	85	157
Hindi	Indo-European	hin	163	27.000	35	41.176	85	163
Hindi	Indo-European	hin	169	28.000	35	41.176	85	169
Hindi	Indo-European	hin	175	29.000	35	41.176	85	175
Hindi	Indo-European	hin	181	30.000	35	41.176	85	181
Hindi	Indo-European	hin	187	31.000	35	41.176	85	187
Hindi	Indo-European	hin	193	32.000	35	41.176	85	193
Hindi	Indo-European	hin	199	33.000	35	41.176	85	199
Hindi	Indo-European	hin	205	34.000	35	41.176	85	205
Hindi	Indo-European	hin	211	35.000	35	41.176	85	211
Hindi	Indo-European	hin	217	36.000	35	41.176	85	217
Hindi	Indo-European	hin	223	37.000	35	41.176	85	223
Hindi	Indo-European	hin	230	38.000	35	41.176	85	230
Hindi	Indo-European	hin	236	39.000	35	41.176	85	236
Hindi	Indo-European	hin	242	40.000	35	41.176	85	242
Hindi	Indo-European	hin	248	41.000	35	41.176	85	248
Hindi	Indo-European	hin	254	42.000	35	41.176	85	254
Hindi	Indo-European	hin	260	43.000	35	41.176	85	260
Hindi	Indo-European	hin	266	44.000	35	41.176	85	266
Hindi	Indo-European	hin	272	45.000	35	41.176	85	272
Hindi	Indo-European	hin	278	46.000	35	41.176	85	278
Hindi	Indo-European	hin	284	47.000	35	41.176	85	284
Hindi	Indo-European	hin	290	48.000	35	41.176	85	290
Hindi	Indo-European	hin	296	49.000	35	41.176	85	296
Hindi	Indo-European	hin	302	50.000	35	41.176	85	302
Hindi	Indo-European	hin	308	51.000	35	41.176	85	308
Hindi	Indo-European	hin	314	52.000	35	41.176	85	314
Hindi	Indo-European	hin	320	53.000	35	41.176	85	320
Hindi	Indo-European	hin	326	54.000	35	41.176	85	326
Hindi	Indo-European	hin	332	55.000	35	41.176	85	332
Hindi	Indo-European	hin	338	56.000	35	41.176	85	338
Hindi	Indo-European	hin	344	57.000	35	41.176	85	344
Hindi	Indo-European	hin	350	58.000	35	41.176	85	350
Hindi	Indo-European	hin	356	59.000	35	41.176	85	356
Hindi	Indo-European	hin	362	60.000	35	41.176	85	362
Hindi	Indo-European	hin	368	61.000	35	41.176	85	368
Hindi	Indo-European	hin	374	62.000	35	41.176	85	374
Hindi	Indo-European	hin	381	63.000	35	41.176	85	381
Hindi	Indo-European	hin	387	64.000	35	41.176	85	387
Hindi	Indo-European	hin	393	65.000	35	41.176	85	393
Hindi	Indo-European	hin	399	66.000	35	41.176	85	399
Hindi	Indo-European	hin	405	67.000	36	42.353	85	405
Hindi	Indo-European	hin	411	68.000	36	42.353	85	411
Hindi	Indo-European	hin	417	69.000	36	42.353	85	417
Hindi	Indo-European	hin	423	70.000	37	43.529	85	423
Hindi	Indo-European	hin	429	71.000	37	43.529	85	429
Hindi	Indo-European	hin	435	72.000	37	43.529	85	435
Hindi	Indo-European	hin	441	73.000	37	43.529	85	441
Hindi	Indo-European	hin	447	74.000	37	43.529	85	447
Hindi	Indo-European	hin	453	75.000	38	44.706	85	453
Hindi	Indo-European	hin	459	76.000	38	44.706	85	459
Hindi	Indo-European	hin	465	77.000	38	44.706	85	465
Hindi	Indo-European	hin	471	78.000	39	45.882	85	471
Hindi	Indo-European	hin	477	79.000	39	45.882	85	477
Hindi	Indo-European	hin	483	80.000	39	45.882	85	483
Hindi	Indo-European	hin	489	81.000	39	45.882	85	489
Hindi	Indo-European	hin	495	82.000	39	45.882	85	495
Hindi	Indo-European	hin	501	83.000	39	45.882	85	501
Hindi	Indo-European	hin	507	84.000	39	45.882	85	507
Hindi	Indo-European	hin	513	85.000	39	45.882	85	513
Hindi	Indo-European	hin	519	86.000	39	45.882	85	519
Hindi	Indo-European	hin	525	87.000	39	45.882	85	525
Hindi	Indo-European	hin	532	88.000	39	45.882	85	532
Hindi	Indo-European	hin	538	89.000	39	45.882	85	538
Hindi	Indo-European	hin	544	90.000	39	45.882	85	544
Hindi	Indo-European	hin	550	91.000	39	45.882	85	550
Hindi	Indo-European	hin	556	92.000	39	45.882	85	556
Hindi	Indo-European	hin	562	93.000	40	47.059	85	562
Hindi	Indo-European	hin	568	94.000	40	47.059	85	568
Hindi	Indo-European	hin	574	95.000	40	47.059	85	574
Hindi	Indo-European	hin	580	96.000	40	47.059	85	580
Hindi	Indo-European	hin	586	97.000	40	47.059	85	586
Hindi	Indo-European	hin	592	98.000	40	47.059	85	592
Hindi	Indo-European	hin	598	99.000	40	47.059	85	598
Hindi	Indo-European	hin	604	100.000	40	47.059	85	604
Hungarian	Uralic	hun	0	0.000	0	0.000	68	0
Hungarian	Uralic	hun	6	1.000	3	4.412	68	6
Hungarian	Uralic	hun	12	2.000	7	10.294	68	12
Hungarian	Uralic	hun	18	3.000	9	13.235	68	18
Hungarian	Uralic	hun	24	4.000	12	17.647	68	24
Hungarian	Uralic	hun	30	5.000	14	20.588	68	30
Hungarian	Uralic	hun	36	6.000	16	23.529	68	36
Hungarian	Uralic	hun	42	7.000	17	25.000	68	42
Hungarian	Uralic	hun	48	8.000	20	29.412	68	48
Hungarian	Uralic	hun	54	9.000	23	33.824	68	54
Hungarian	Uralic	hun	60	10.000	23	33.824	68	60
Hungarian	Uralic	hun	65	11.000	24	35.294	68	65
Hungarian	Uralic	hun	71	12.000	25	36.765	68	71
Hungarian	Uralic	hun	77	13.000	27	39.706	68	77
Hungarian	Uralic	hun	83	14.000	28	41.176	68	83
Hungarian	Uralic	hun	89	15.000	30	44.118	68	89
Hungarian	Uralic	hun	95	16.000	30	44.118	68	95
Hungarian	Uralic	hun	101	17.000	30	44.118	68	101
Hungarian	Uralic	hun	107	18.000	32	47.059	68	107
Hungarian	Uralic	hun	113	19.000	34	50.000	68	113
Hungarian	Uralic	hun	119	20.000	36	52.941	68	119
Hungarian	Uralic	hun	125	21.000	36	52.941	68	125
Hungarian	Uralic	hun	131	22.000	36	52.941	68	131
Hungarian	Uralic	hun	137	23.000	36	52.941	68	137
Hungarian	Uralic	hun	143	24.000	36	52.941	68	143
Hungarian	Uralic	hun	149	25.000	36	52.941	68	149
Hungarian	Uralic	hun	155	26.000	36	52.941	68	155
Hungarian	Uralic	hun	161	27.000	37	54.412	68	161
Hungarian	Uralic	hun	167	28.000	37	54.412	68	167
Hungarian	Uralic	hun	173	29.000	37	54.412	68	173
Hungarian	Uralic	hun	178	30.000	38	55.882	68	178
Hungarian	Uralic	hun	184	31.000	38	55.882	68	184
Hungarian	Uralic	hun	190	32.000	38	55.882	68	190
Hungarian	Uralic	hun	196	33.000	38	55.882	68	196
Hungarian	Uralic	hun	202	34.000	38	55.882	68	202
Hungarian	Uralic	hun	208	35.000	38	55.882	68	208
Hungarian	Uralic	hun	214	36.000	38	55.882	68	214
Hungarian	Uralic	hun	220	37.000	38	55.882	68	220
Hungarian	Uralic	hun	226	38.000	38	55.882	68	226
Hungarian	Uralic	hun	232	39.000	38	55.882	68	232
Hungarian	Uralic	hun	238	40.000	38	55.882	68	238
Hungarian	Uralic	hun	244	41.000	38	55.882	68	244
Hungarian	Uralic	hun	250	42.000	39	57.353	68	250
Hungarian	Uralic	hun	256	43.000	39	57.353	68	256
Hungarian	Uralic	hun	262	44.000	39	57.353	68	262
Hungarian	Uralic	hun	268	45.000	39	57.353	68	268
Hungarian	Uralic	hun	274	46.000	40	58.824	68	274
Hungarian	Uralic	hun	280	47.000	40	58.824	68	280
Hungarian	Uralic	hun	286	48.000	40	58.824	68	286
Hungarian	Uralic	hun	292	49.000	40	58.824	68	292
Hungarian	Uralic	hun	298	50.000	41	60.294	68	298
Hungarian	Uralic	hun	303	51.000	42	61.765	68	303
Hungarian	Uralic	hun	309	52.000	42	61.765	68	309
Hungarian	Uralic	hun	315	53.000	42	61.765	68	315
Hungarian	Uralic	hun	321	54.000	43	63.235	68	321
Hungarian	Uralic	hun	327	55.000	43	63.235	68	327
Hungarian	Uralic	hun	333	56.000	43	63.235	68	333
Hungarian	Uralic	hun	339	57.000	43	63.235	68	339
Hungarian	Uralic	hun	345	58.000	43	63.235	68	345
Hungarian	Uralic	hun	351	59.000	43	63.235	68	351
Hungarian	Uralic	hun	357	60.000	43	63.235	68	357
Hungarian	Uralic	hun	363	61.000	43	63.235	68	363
Hungarian	Uralic	hun	369	62.000	43	63.235	68	369
Hungarian	Uralic	hun	375	63.000	43	63.235	68	375
Hungarian	Uralic	hun	381	64.000	44	64.706	68	381
Hungarian	Uralic	hun	387	65.000	44	64.706	68	387
Hungarian	Uralic	hun	393	66.000	44	64.706	68	393
Hungarian	Uralic	hun	399	67.000	44	64.706	68	399
Hungarian	Uralic	hun	405	68.000	44	64.706	68	405
Hungarian	Uralic	hun	411	69.000	44	64.706	68	411
Hungarian	Uralic	hun	416	70.000	44	64.706	68	416
Hungarian	Uralic	hun	422	71.000	44	64.706	68	422
Hungarian	Uralic	hun	428	72.000	44	64.706	68	428
Hungarian	Uralic	hun	434	73.000	44	64.706	68	434
Hungarian	Uralic	hun	440	74.000	44	64.706	68	440
Hungarian	Uralic	hun	446	75.000	44	64.706	68	446
Hungarian	Uralic	hun	452	76.000	44	64.706	68	452
Hungarian	Uralic	hun	458	77.000	44	64.706	68	458
Hungarian	Uralic	hun	464	78.000	44	64.706	68	464
Hungarian	Uralic	hun	470	79.000	45	66.176	68	470
Hungarian	Uralic	hun	476	80.000	45	66.176	68	476
Hungarian	Uralic	hun	482	81.000	45	66.176	68	482
Hungarian	Uralic	hun	488	82.000	45	66.176	68	488
Hungarian	Uralic	hun	494	83.000	45	66.176	68	494
Hungarian	Uralic	hun	500	84.000	45	66.176	68	500
Hungarian	Uralic	hun	506	85.000	45	66.176	68	506
Hungarian	Uralic	hun	512	86.000	45	66.176	68	512
Hungarian	Uralic	hun	518	87.000	45	66.176	68	518
Hungarian	Uralic	hun	524	88.000	45	66.176	68	524
Hungarian	Uralic	hun	530	89.000	45	66.176	68	530
Hungarian	Uralic	hun	536	90.000	45	66.176	68	536
Hungarian	Uralic	hun	541	91.000	45	66.176	68	541
Hungarian	Uralic	hun	547	92.000	45	66.176	68	547
Hungarian	Uralic	hun	553	93.000	45	66.176	68	553
Hungarian	Uralic	hun	559	94.000	45	66.176	68	559
Hungarian	Uralic	hun	565	95.000	45	66.176	68	565
Hungarian	Uralic	hun	571	96.000	45	66.176	68	571
Hungarian	Uralic	hun	577	97.000	45	66.176	68	577
Hungarian	Uralic	hun	583	98.000	45	66.176	68	583
Hungarian	Uralic	hun	589	99.000	45	66.176	68	589
Hungarian	Uralic	hun	595	100.000	45	66.176	68	595
Ibibio	Atlantic-Congo	ibb	0	0.000	0	0.000	32	0
Ibibio	Atlantic-Congo	ibb	6	1.000	5	15.625	32	6
Ibibio	Atlantic-Congo	ibb	11	2.000	6	18.750	32	11
Ibibio	Atlantic-Congo	ibb	17	3.000	8	25.000	32	17
Ibibio	Atlantic-Congo	ibb	23	4.000	10	31.250	32	23
Ibibio	Atlantic-Congo	ibb	29	5.000	10	31.250	32	29
Ibibio	Atlantic-Congo	ibb	34	6.000	13	40.625	32	34
Ibibio	Atlantic-Congo	ibb	40	7.000	13	40.625	32	40
Ibibio	Atlantic-Congo	ibb	46	8.000	14	43.750	32	46
Ibibio	Atlantic-Congo	ibb	51	9.000	14	43.750	32	51
Ibibio	Atlantic-Congo	ibb	57	10.000	14	43.750	32	57
Ibibio	Atlantic-Congo	ibb	63	11.000	14	43.750	32	63
Ibibio	Atlantic-Congo	ibb	69	12.000	15	46.875	32	69
Ibibio	Atlantic-Congo	ibb	74	13.000	15	46.875	32	74
Ibibio	Atlantic-Congo	ibb	80	14.000	16	50.000	32	80
Ibibio	Atlantic-Congo	ibb	86	15.000	16	50.000	32	86
Ibibio	Atlantic-Congo	ibb	92	16.000	17	53.125	32	92
Ibibio	Atlantic-Congo	ibb	97	17.000	17	53.125	32	97
Ibibio	Atlantic-Congo	ibb	103	18.000	18	56.250	32	103
Ibibio	Atlantic-Congo	ibb	109	19.000	19	59.375	32	109
Ibibio	Atlantic-Congo	ibb	114	20.000	19	59.375	32	114
Ibibio	Atlantic-Congo	ibb	120	21.000	19	59.375	32	120
Ibibio	Atlantic-Congo	ibb	126	22.000	20	62.500	32	126
Ibibio	Atlantic-Congo	ibb	132	23.000	20	62.500	32	132
Ibibio	Atlantic-Congo	ibb	137	24.000	21	65.625	32	137
Ibibio	Atlantic-Congo	ibb	143	25.000	21	65.625	32	143
Ibibio	Atlantic-Congo	ibb	149	26.000	21	65.625	32	149
Ibibio	Atlantic-Congo	ibb	154	27.000	22	68.750	32	154
Ibibio	Atlantic-Congo	ibb	160	28.000	22	68.750	32	160
Ibibio	Atlantic-Congo	ibb	166	29.000	22	68.750	32	166
Ibibio	Atlantic-Congo	ibb	172	30.000	22	68.750	32	172
Ibibio	Atlantic-Congo	ibb	177	31.000	22	68.750	32	177
Ibibio	Atlantic-Congo	ibb	183	32.000	23	71.875	32	183
Ibibio	Atlantic-Congo	ibb	189	33.000	23	71.875	32	189
Ibibio	Atlantic-Congo	ibb	194	34.000	23	71.875	32	194
Ibibio	Atlantic-Congo	ibb	200	35.000	23	71.875	32	200
Ibibio	Atlantic-Congo	ibb	206	36.000	23	71.875	32	206
Ibibio	Atlantic-Congo	ibb	212	37.000	23	71.875	32	212
Ibibio	Atlantic-Congo	ibb	217	38.000	23	71.875	32	217
Ibibio	Atlantic-Congo	ibb	223	39.000	23	71.875	32	223
Ibibio	Atlantic-Congo	ibb	229	40.000	23	71.875	32	229
Ibibio	Atlantic-Congo	ibb	235	41.000	23	71.875	32	235
Ibibio	Atlantic-Congo	ibb	240	42.000	23	71.875	32	240
Ibibio	Atlantic-Congo	ibb	246	43.000	23	71.875	32	246
Ibibio	Atlantic-Congo	ibb	252	44.000	23	71.875	32	252
Ibibio	Atlantic-Congo	ibb	257	45.000	23	71.875	32	257
Ibibio	Atlantic-Congo	ibb	263	46.000	24	75.000	32	263
Ibibio	Atlantic-Congo	ibb	269	47.000	24	75.000	32	269
Ibibio	Atlantic-Congo	ibb	275	48.000	24	75.000	32	275
Ibibio	Atlantic-Congo	ibb	280	49.000	24	75.000	32	280
Ibibio	Atlantic-Congo	ibb	286	50.000	24	75.000	32	286
Ibibio	Atlantic-Congo	ibb	292	51.000	24	75.000	32	292
Ibibio	Atlantic-Congo	ibb	297	52.000	24	75.000	32	297
Ibibio	Atlantic-Congo	ibb	303	53.000	24	75.000	32	303
Ibibio	Atlantic-Congo	ibb	309	54.000	24	75.000	32	309
Ibibio	Atlantic-Congo	ibb	315	55.000	24	75.000	32	315
Ibibio	Atlantic-Congo	ibb	320	56.000	24	75.000	32	320
Ibibio	Atlantic-Congo	ibb	326	57.000	24	75.000	32	326
Ibibio	Atlantic-Congo	ibb	332	58.000	24	75.000	32	332
Ibibio	Atlantic-Congo	ibb	337	59.000	24	75.000	32	337
Ibibio	Atlantic-Congo	ibb	343	60.000	24	75.000	32	343
Ibibio	Atlantic-Congo	ibb	349	61.000	24	75.000	32	349
Ibibio	Atlantic-Congo	ibb	355	62.000	24	75.000	32	355
Ibibio	Atlantic-Congo	ibb	360	63.000	24	75.000	32	360
Ibibio	Atlantic-Congo	ibb	366	64.000	24	75.000	32	366
Ibibio	Atlantic-Congo	ibb	372	65.000	24	75.000	32	372
Ibibio	Atlantic-Congo	ibb	378	66.000	24	75.000	32	378
Ibibio	Atlantic-Congo	ibb	383	67.000	24	75.000	32	383
Ibibio	Atlantic-Congo	ibb	389	68.000	24	75.000	32	389
Ibibio	Atlantic-Congo	ibb	395	69.000	24	75.000	32	395
Ibibio	Atlantic-Congo	ibb	400	70.000	24	75.000	32	400
Ibibio	Atlantic-Congo	ibb	406	71.000	24	75.000	32	406
Ibibio	Atlantic-Congo	ibb	412	72.000	24	75.000	32	412
Ibibio	Atlantic-Congo	ibb	418	73.000	24	75.000	32	418
Ibibio	Atlantic-Congo	ibb	423	74.000	24	75.000	32	423
Ibibio	Atlantic-Congo	ibb	429	75.000	24	75.000	32	429
Ibibio	Atlantic-Congo	ibb	435	76.000	24	75.000	32	435
Ibibio	Atlantic-Congo	ibb	440	77.000	24	75.000	32	440
Ibibio	Atlantic-Congo	ibb	446	78.000	24	75.000	32	446
Ibibio	Atlantic-Congo	ibb	452	79.000	24	75.000	32	452
Ibibio	Atlantic-Congo	ibb	458	80.000	24	75.000	32	458
Ibibio	Atlantic-Congo	ibb	463	81.000	24	75.000	32	463
Ibibio	Atlantic-Congo	ibb	469	82.000	25	78.125	32	469
Ibibio	Atlantic-Congo	ibb	475	83.000	25	78.125	32	475
Ibibio	Atlantic-Congo	ibb	480	84.000	25	78.125	32	480
Ibibio	Atlantic-Congo	ibb	486	85.000	25	78.125	32	486
Ibibio	Atlantic-Congo	ibb	492	86.000	25	78.125	32	492
Ibibio	Atlantic-Congo	ibb	498	87.000	25	78.125	32	498
Ibibio	Atlantic-Congo	ibb	503	88.000	25	78.125	32	503
Ibibio	Atlantic-Congo	ibb	509	89.000	25	78.125	32	509
Ibibio	Atlantic-Congo	ibb	515	90.000	25	78.125	32	515
Ibibio	Atlantic-Congo	ibb	521	91.000	25	78.125	32	521
Ibibio	Atlantic-Congo	ibb	526	92.000	25	78.125	32	526
Ibibio	Atlantic-Congo	ibb	532	93.000	25	78.125	32	532
Ibibio	Atlantic-Congo	ibb	538	94.000	25	78.125	32	538
Ibibio	Atlantic-Congo	ibb	543	95.000	25	78.125	32	543
Ibibio	Atlantic-Congo	ibb	549	96.000	25	78.125	32	549
Ibibio	Atlantic-Congo	ibb	555	97.000	25	78.125	32	555
Ibibio	Atlantic-Congo	ibb	561	98.000	25	78.125	32	561
Ibibio	Atlantic-Congo	ibb	566	99.000	25	78.125	32	566
Ibibio	Atlantic-Congo	ibb	572	100.000	25	78.125	32	572
Igbo	Atlantic-Congo	ibo	0	0.000	0	0.000	38	0
Igbo	Atlantic-Congo	ibo	5	1.000	3	7.895	38	5
Igbo	Atlantic-Congo	ibo	10	2.000	6	15.789	38	10
Igbo	Atlantic-Congo	ibo	15	3.000	8	21.053	38	15
Igbo	Atlantic-Congo	ibo	20	4.000	10	26.316	38	20
Igbo	Atlantic-Congo	ibo	25	5.000	10	26.316	38	25
Igbo	Atlantic-Congo	ibo	30	6.000	12	31.579	38	30
Igbo	Atlantic-Congo	ibo	35	7.000	12	31.579	38	35
Igbo	Atlantic-Congo	ibo	40	8.000	15	39.474	38	40
Igbo	Atlantic-Congo	ibo	45	9.000	15	39.474	38	45
Igbo	Atlantic-Congo	ibo	50	10.000	17	44.737	38	50
Igbo	Atlantic-Congo	ibo	55	11.000	17	44.737	38	55
Igbo	Atlantic-Congo	ibo	60	12.000	20	52.632	38	60
Igbo	Atlantic-Congo	ibo	65	13.000	20	52.632	38	65
Igbo	Atlantic-Congo	ibo	70	14.000	20	52.632	38	70
Igbo	Atlantic-Congo	ibo	75	15.000	20	52.632	38	75
Igbo	Atlantic-Congo	ibo	80	16.000	21	55.263	38	80
Igbo	Atlantic-Congo	ibo	85	17.000	21	55.263	38	85
Igbo	Atlantic-Congo	ibo	90	18.000	21	55.263	38	90
Igbo	Atlantic-Congo	ibo	95	19.000	21	55.263	38	95
Igbo	Atlantic-Congo	ibo	100	20.000	21	55.263	38	100
Igbo	Atlantic-Congo	ibo	105	21.000	21	55.263	38	105
Igbo	Atlantic-Congo	ibo	110	22.000	21	55.263	38	110
Igbo	Atlantic-Congo	ibo	115	23.000	21	55.263	38	115
Igbo	Atlantic-Congo	ibo	120	24.000	22	57.895	38	120
Igbo	Atlantic-Congo	ibo	125	25.000	22	57.895	38	125
Igbo	Atlantic-Congo	ibo	131	26.000	22	57.895	38	131
Igbo	Atlantic-Congo	ibo	136	27.000	22	57.895	38	136
Igbo	Atlantic-Congo	ibo	141	28.000	23	60.526	38	141
Igbo	Atlantic-Congo	ibo	146	29.000	23	60.526	38	146
Igbo	Atlantic-Congo	ibo	151	30.000	23	60.526	38	151
Igbo	Atlantic-Congo	ibo	156	31.000	23	60.526	38	156
Igbo	Atlantic-Congo	ibo	161	32.000	23	60.526	38	161
Igbo	Atlantic-Congo	ibo	166	33.000	24	63.158	38	166
Igbo	Atlantic-Congo	ibo	171	34.000	24	63.158	38	171
Igbo	Atlantic-Congo	ibo	176	35.000	24	63.158	38	176
Igbo	Atlantic-Congo	ibo	181	36.000	24	63.158	38	181
Igbo	Atlantic-Congo	ibo	186	37.000	25	65.789	38	186
Igbo	Atlantic-Congo	ibo	191	38.000	25	65.789	38	191
Igbo	Atlantic-Congo	ibo	196	39.000	25	65.789	38	196
Igbo	Atlantic-Congo	ibo	201	40.000	25	65.789	38	201
Igbo	Atlantic-Congo	ibo	206	41.000	25	65.789	38	206
Igbo	Atlantic-Congo	ibo	211	42.000	25	65.789	38	211
Igbo	Atlantic-Congo	ibo	216	43.000	25	65.789	38	216
Igbo	Atlantic-Congo	ibo	221	44.000	25	65.789	38	221
Igbo	Atlantic-Congo	ibo	226	45.000	25	65.789	38	226
Igbo	Atlantic-Congo	ibo	231	46.000	26	68.421	38	231
Igbo	Atlantic-Congo	ibo	236	47.000	27	71.053	38	236
Igbo	Atlantic-Congo	ibo	241	48.000	27	71.053	38	241
Igbo	Atlantic-Congo	ibo	246	49.000	27	71.053	38	246
Igbo	Atlantic-Congo	ibo	251	50.000	27	71.053	38	251
Igbo	Atlantic-Congo	ibo	256	51.000	27	71.053	38	256
Igbo	Atlantic-Congo	ibo	261	52.000	27	71.053	38	261
Igbo	Atlantic-Congo	ibo	266	53.000	27	71.053	38	266
Igbo	Atlantic-Congo	ibo	271	54.000	27	71.053	38	271
Igbo	Atlantic-Congo	ibo	276	55.000	27	71.053	38	276
Igbo	Atlantic-Congo	ibo	281	56.000	27	71.053	38	281
Igbo	Atlantic-Congo	ibo	286	57.000	27	71.053	38	286
Igbo	Atlantic-Congo	ibo	291	58.000	27	71.053	38	291
Igbo	Atlantic-Congo	ibo	296	59.000	27	71.053	38	296
Igbo	Atlantic-Congo	ibo	301	60.000	27	71.053	38	301
Igbo	Atlantic-Congo	ibo	306	61.000	28	73.684	38	306
Igbo	Atlantic-Congo	ibo	311	62.000	28	73.684	38	311
Igbo	Atlantic-Congo	ibo	316	63.000	28	73.684	38	316
Igbo	Atlantic-Congo	ibo	321	64.000	28	73.684	38	321
Igbo	Atlantic-Congo	ibo	326	65.000	28	73.684	38	326
Igbo	Atlantic-Congo	ibo	331	66.000	28	73.684	38	331
Igbo	Atlantic-Congo	ibo	336	67.000	28	73.684	38	336
Igbo	Atlantic-Congo	ibo	341	68.000	28	73.684	38	341
Igbo	Atlantic-Congo	ibo	346	69.000	28	73.684	38	346
Igbo	Atlantic-Congo	ibo	351	70.000	28	73.684	38	351
Igbo	Atlantic-Congo	ibo	356	71.000	28	73.684	38	356
Igbo	Atlantic-Congo	ibo	361	72.000	28	73.684	38	361
Igbo	Atlantic-Congo	ibo	366	73.000	29	76.316	38	366
Igbo	Atlantic-Congo	ibo	371	74.000	29	76.316	38	371
Igbo	Atlantic-Congo	ibo	376	75.000	29	76.316	38	376
Igbo	Atlantic-Congo	ibo	382	76.000	29	76.316	38	382
Igbo	Atlantic-Congo	ibo	387	77.000	29	76.316	38	387
Igbo	Atlantic-Congo	ibo	392	78.000	29	76.316	38	392
Igbo	Atlantic-Congo	ibo	397	79.000	29	76.316	38	397
Igbo	Atlantic-Congo	ibo	402	80.000	30	78.947	38	402
Igbo	Atlantic-Congo	ibo	407	81.000	30	78.947	38	407
Igbo	Atlantic-Congo	ibo	412	82.000	30	78.947	38	412
Igbo	Atlantic-Congo	ibo	417	83.000	31	81.579	38	417
