Language	Family	ISOCode	Position	PPercent	Observed	OPercent	TotalInventory	TranscriptLength
Amarasi	Austronesian	aaz	0	0.000	0	0.000	18	0
Amarasi	Austronesian	aaz	4	1.000	3	16.667	18	4
Amarasi	Austronesian	aaz	7	2.000	4	22.222	18	7
Amarasi	Austronesian	aaz	11	3.000	5	27.778	18	11
Amarasi	Austronesian	aaz	15	4.000	6	33.333	18	15
Amarasi	Austronesian	aaz	19	5.000	8	44.444	18	19
Amarasi	Austronesian	aaz	22	6.000	8	44.444	18	22
Amarasi	Austronesian	aaz	26	7.000	9	50.000	18	26
Amarasi	Austronesian	aaz	30	8.000	10	55.556	18	30
Amarasi	Austronesian	aaz	34	9.000	11	61.111	18	34
Amarasi	Austronesian	aaz	37	10.000	11	61.111	18	37
Amarasi	Austronesian	aaz	41	11.000	11	61.111	18	41
Amarasi	Austronesian	aaz	45	12.000	11	61.111	18	45
Amarasi	Austronesian	aaz	49	13.000	11	61.111	18	49
Amarasi	Austronesian	aaz	52	14.000	11	61.111	18	52
Amarasi	Austronesian	aaz	56	15.000	11	61.111	18	56
Amarasi	Austronesian	aaz	60	16.000	12	66.667	18	60
Amarasi	Austronesian	aaz	64	17.000	12	66.667	18	64
Amarasi	Austronesian	aaz	67	18.000	12	66.667	18	67
Amarasi	Austronesian	aaz	71	19.000	12	66.667	18	71
Amarasi	Austronesian	aaz	75	20.000	13	72.222	18	75
Amarasi	Austronesian	aaz	79	21.000	13	72.222	18	79
Amarasi	Austronesian	aaz	82	22.000	14	77.778	18	82
Amarasi	Austronesian	aaz	86	23.000	14	77.778	18	86
Amarasi	Austronesian	aaz	90	24.000	14	77.778	18	90
Amarasi	Austronesian	aaz	94	25.000	14	77.778	18	94
Amarasi	Austronesian	aaz	97	26.000	14	77.778	18	97
Amarasi	Austronesian	aaz	101	27.000	14	77.778	18	101
Amarasi	Austronesian	aaz	105	28.000	14	77.778	18	105
Amarasi	Austronesian	aaz	108	29.000	14	77.778	18	108
Amarasi	Austronesian	aaz	112	30.000	14	77.778	18	112
Amarasi	Austronesian	aaz	116	31.000	14	77.778	18	116
Amarasi	Austronesian	aaz	120	32.000	14	77.778	18	120
Amarasi	Austronesian	aaz	123	33.000	14	77.778	18	123
Amarasi	Austronesian	aaz	127	34.000	14	77.778	18	127
Amarasi	Austronesian	aaz	131	35.000	14	77.778	18	131
Amarasi	Austronesian	aaz	135	36.000	14	77.778	18	135
Amarasi	Austronesian	aaz	138	37.000	14	77.778	18	138
Amarasi	Austronesian	aaz	142	38.000	14	77.778	18	142
Amarasi	Austronesian	aaz	146	39.000	14	77.778	18	146
Amarasi	Austronesian	aaz	150	40.000	14	77.778	18	150
Amarasi	Austronesian	aaz	153	41.000	14	77.778	18	153
Amarasi	Austronesian	aaz	157	42.000	14	77.778	18	157
Amarasi	Austronesian	aaz	161	43.000	14	77.778	18	161
Amarasi	Austronesian	aaz	165	44.000	14	77.778	18	165
Amarasi	Austronesian	aaz	168	45.000	14	77.778	18	168
Amarasi	Austronesian	aaz	172	46.000	14	77.778	18	172
Amarasi	Austronesian	aaz	176	47.000	14	77.778	18	176
Amarasi	Austronesian	aaz	180	48.000	14	77.778	18	180
Amarasi	Austronesian	aaz	183	49.000	14	77.778	18	183
Amarasi	Austronesian	aaz	187	50.000	14	77.778	18	187
Amarasi	Austronesian	aaz	191	51.000	14	77.778	18	191
Amarasi	Austronesian	aaz	194	52.000	14	77.778	18	194
Amarasi	Austronesian	aaz	198	53.000	14	77.778	18	198
Amarasi	Austronesian	aaz	202	54.000	14	77.778	18	202
Amarasi	Austronesian	aaz	206	55.000	14	77.778	18	206
Amarasi	Austronesian	aaz	209	56.000	14	77.778	18	209
Amarasi	Austronesian	aaz	213	57.000	14	77.778	18	213
Amarasi	Austronesian	aaz	217	58.000	14	77.778	18	217
Amarasi	Austronesian	aaz	221	59.000	14	77.778	18	221
Amarasi	Austronesian	aaz	224	60.000	14	77.778	18	224
Amarasi	Austronesian	aaz	228	61.000	14	77.778	18	228
Amarasi	Austronesian	aaz	232	62.000	14	77.778	18	232
Amarasi	Austronesian	aaz	236	63.000	14	77.778	18	236
Amarasi	Austronesian	aaz	239	64.000	14	77.778	18	239
Amarasi	Austronesian	aaz	243	65.000	14	77.778	18	243
Amarasi	Austronesian	aaz	247	66.000	14	77.778	18	247
Amarasi	Austronesian	aaz	251	67.000	14	77.778	18	251
Amarasi	Austronesian	aaz	254	68.000	14	77.778	18	254
Amarasi	Austronesian	aaz	258	69.000	14	77.778	18	258
Amarasi	Austronesian	aaz	262	70.000	14	77.778	18	262
Amarasi	Austronesian	aaz	266	71.000	14	77.778	18	266
Amarasi	Austronesian	aaz	269	72.000	14	77.778	18	269
Amarasi	Austronesian	aaz	273	73.000	14	77.778	18	273
Amarasi	Austronesian	aaz	277	74.000	14	77.778	18	277
Amarasi	Austronesian	aaz	280	75.000	14	77.778	18	280
Amarasi	Austronesian	aaz	284	76.000	15	83.333	18	284
Amarasi	Austronesian	aaz	288	77.000	15	83.333	18	288
Amarasi	Austronesian	aaz	292	78.000	15	83.333	18	292
Amarasi	Austronesian	aaz	295	79.000	15	83.333	18	295
Amarasi	Austronesian	aaz	299	80.000	15	83.333	18	299
Amarasi	Austronesian	aaz	303	81.000	15	83.333	18	303
Amarasi	Austronesian	aaz	307	82.000	15	83.333	18	307
Amarasi	Austronesian	aaz	310	83.000	15	83.333	18	310
Amarasi	Austronesian	aaz	314	84.000	15	83.333	18	314
Amarasi	Austronesian	aaz	318	85.000	15	83.333	18	318
Amarasi	Austronesian	aaz	322	86.000	15	83.333	18	322
Amarasi	Austronesian	aaz	325	87.000	15	83.333	18	325
Amarasi	Austronesian	aaz	329	88.000	15	83.333	18	329
Amarasi	Austronesian	aaz	333	89.000	15	83.333	18	333
Amarasi	Austronesian	aaz	337	90.000	15	83.333	18	337
Amarasi	Austronesian	aaz	340	91.000	15	83.333	18	340
Amarasi	Austronesian	aaz	344	92.000	15	83.333	18	344
Amarasi	Austronesian	aaz	348	93.000	15	83.333	18	348
Amarasi	Austronesian	aaz	352	94.000	15	83.333	18	352
Amarasi	Austronesian	aaz	355	95.000	15	83.333	18	355
Amarasi	Austronesian	aaz	359	96.000	15	83.333	18	359
Amarasi	Austronesian	aaz	363	97.000	15	83.333	18	363
Amarasi	Austronesian	aaz	367	98.000	15	83.333	18	367
Amarasi	Austronesian	aaz	370	99.000	15	83.333	18	370
Amarasi	Austronesian	aaz	374	100.000	15	83.333	18	374
American English - Southern Michigan	Indo-European	eng	0	0.000	0	0.000	39	0
American English - Southern Michigan	Indo-European	eng	6	1.000	4	10.256	39	6
American English - Southern Michigan	Indo-European	eng	11	2.000	7	17.949	39	11
American English - Southern Michigan	Indo-European	eng	17	3.000	9	23.077	39	17
American English - Southern Michigan	Indo-European	eng	23	4.000	10	25.641	39	23
American English - Southern Michigan	Indo-European	eng	28	5.000	12	30.769	39	28
American English - Southern Michigan	Indo-European	eng	34	6.000	13	33.333	39	34
American English - Southern Michigan	Indo-European	eng	39	7.000	17	43.590	39	39
American English - Southern Michigan	Indo-European	eng	45	8.000	18	46.154	39	45
American English - Southern Michigan	Indo-European	eng	51	9.000	19	48.718	39	51
American English - Southern Michigan	Indo-European	eng	56	10.000	20	51.282	39	56
American English - Southern Michigan	Indo-European	eng	62	11.000	21	53.846	39	62
American English - Southern Michigan	Indo-European	eng	68	12.000	22	56.410	39	68
American English - Southern Michigan	Indo-European	eng	73	13.000	24	61.538	39	73
American English - Southern Michigan	Indo-European	eng	79	14.000	27	69.231	39	79
American English - Southern Michigan	Indo-European	eng	84	15.000	27	69.231	39	84
American English - Southern Michigan	Indo-European	eng	90	16.000	27	69.231	39	90
American English - Southern Michigan	Indo-European	eng	96	17.000	27	69.231	39	96
American English - Southern Michigan	Indo-European	eng	101	18.000	27	69.231	39	101
American English - Southern Michigan	Indo-European	eng	107	19.000	27	69.231	39	107
American English - Southern Michigan	Indo-European	eng	113	20.000	27	69.231	39	113
American English - Southern Michigan	Indo-European	eng	118	21.000	27	69.231	39	118
American English - Southern Michigan	Indo-European	eng	124	22.000	27	69.231	39	124
American English - Southern Michigan	Indo-European	eng	129	23.000	27	69.231	39	129
American English - Southern Michigan	Indo-European	eng	135	24.000	28	71.795	39	135
American English - Southern Michigan	Indo-European	eng	141	25.000	29	74.359	39	141
American English - Southern Michigan	Indo-European	eng	146	26.000	29	74.359	39	146
American English - Southern Michigan	Indo-European	eng	152	27.000	29	74.359	39	152
American English - Southern Michigan	Indo-European	eng	158	28.000	29	74.359	39	158
American English - Southern Michigan	Indo-European	eng	163	29.000	29	74.359	39	163
American English - Southern Michigan	Indo-European	eng	169	30.000	29	74.359	39	169
American English - Southern Michigan	Indo-European	eng	175	31.000	29	74.359	39	175
American English - Southern Michigan	Indo-European	eng	180	32.000	29	74.359	39	180
American English - Southern Michigan	Indo-European	eng	186	33.000	29	74.359	39	186
American English - Southern Michigan	Indo-European	eng	191	34.000	29	74.359	39	191
American English - Southern Michigan	Indo-European	eng	197	35.000	33	84.615	39	197
American English - Southern Michigan	Indo-European	eng	203	36.000	33	84.615	39	203
American English - Southern Michigan	Indo-European	eng	208	37.000	33	84.615	39	208
American English - Southern Michigan	Indo-European	eng	214	38.000	33	84.615	39	214
American English - Southern Michigan	Indo-European	eng	220	39.000	33	84.615	39	220
American English - Southern Michigan	Indo-European	eng	225	40.000	33	84.615	39	225
American English - Southern Michigan	Indo-European	eng	231	41.000	33	84.615	39	231
American English - Southern Michigan	Indo-European	eng	236	42.000	33	84.615	39	236
American English - Southern Michigan	Indo-European	eng	242	43.000	33	84.615	39	242
American English - Southern Michigan	Indo-European	eng	248	44.000	33	84.615	39	248
American English - Southern Michigan	Indo-European	eng	253	45.000	33	84.615	39	253
American English - Southern Michigan	Indo-European	eng	259	46.000	33	84.615	39	259
American English - Southern Michigan	Indo-European	eng	265	47.000	34	87.179	39	265
American English - Southern Michigan	Indo-European	eng	270	48.000	34	87.179	39	270
American English - Southern Michigan	Indo-European	eng	276	49.000	34	87.179	39	276
American English - Southern Michigan	Indo-European	eng	282	50.000	34	87.179	39	282
American English - Southern Michigan	Indo-European	eng	287	51.000	34	87.179	39	287
American English - Southern Michigan	Indo-European	eng	293	52.000	34	87.179	39	293
American English - Southern Michigan	Indo-European	eng	298	53.000	34	87.179	39	298
American English - Southern Michigan	Indo-European	eng	304	54.000	34	87.179	39	304
American English - Southern Michigan	Indo-European	eng	310	55.000	34	87.179	39	310
American English - Southern Michigan	Indo-European	eng	315	56.000	34	87.179	39	315
American English - Southern Michigan	Indo-European	eng	321	57.000	34	87.179	39	321
American English - Southern Michigan	Indo-European	eng	327	58.000	34	87.179	39	327
American English - Southern Michigan	Indo-European	eng	332	59.000	34	87.179	39	332
American English - Southern Michigan	Indo-European	eng	338	60.000	34	87.179	39	338
American English - Southern Michigan	Indo-European	eng	343	61.000	34	87.179	39	343
American English - Southern Michigan	Indo-European	eng	349	62.000	35	89.744	39	349
American English - Southern Michigan	Indo-European	eng	355	63.000	35	89.744	39	355
American English - Southern Michigan	Indo-European	eng	360	64.000	35	89.744	39	360
American English - Southern Michigan	Indo-European	eng	366	65.000	35	89.744	39	366
American English - Southern Michigan	Indo-European	eng	372	66.000	35	89.744	39	372
American English - Southern Michigan	Indo-European	eng	377	67.000	35	89.744	39	377
American English - Southern Michigan	Indo-European	eng	383	68.000	35	89.744	39	383
American English - Southern Michigan	Indo-European	eng	388	69.000	35	89.744	39	388
American English - Southern Michigan	Indo-European	eng	394	70.000	35	89.744	39	394
American English - Southern Michigan	Indo-European	eng	400	71.000	35	89.744	39	400
American English - Southern Michigan	Indo-European	eng	405	72.000	35	89.744	39	405
American English - Southern Michigan	Indo-European	eng	411	73.000	35	89.744	39	411
American English - Southern Michigan	Indo-European	eng	417	74.000	35	89.744	39	417
American English - Southern Michigan	Indo-European	eng	422	75.000	36	92.308	39	422
American English - Southern Michigan	Indo-European	eng	428	76.000	36	92.308	39	428
American English - Southern Michigan	Indo-European	eng	434	77.000	36	92.308	39	434
American English - Southern Michigan	Indo-European	eng	439	78.000	36	92.308	39	439
American English - Southern Michigan	Indo-European	eng	445	79.000	36	92.308	39	445
American English - Southern Michigan	Indo-European	eng	450	80.000	36	92.308	39	450
American English - Southern Michigan	Indo-European	eng	456	81.000	36	92.308	39	456
American English - Southern Michigan	Indo-European	eng	462	82.000	36	92.308	39	462
American English - Southern Michigan	Indo-European	eng	467	83.000	36	92.308	39	467
American English - Southern Michigan	Indo-European	eng	473	84.000	36	92.308	39	473
American English - Southern Michigan	Indo-European	eng	479	85.000	36	92.308	39	479
American English - Southern Michigan	Indo-European	eng	484	86.000	36	92.308	39	484
American English - Southern Michigan	Indo-European	eng	490	87.000	36	92.308	39	490
American English - Southern Michigan	Indo-European	eng	495	88.000	36	92.308	39	495
American English - Southern Michigan	Indo-European	eng	501	89.000	36	92.308	39	501
American English - Southern Michigan	Indo-European	eng	507	90.000	36	92.308	39	507
American English - Southern Michigan	Indo-European	eng	512	91.000	36	92.308	39	512
American English - Southern Michigan	Indo-European	eng	518	92.000	37	94.872	39	518
American English - Southern Michigan	Indo-European	eng	524	93.000	37	94.872	39	524
American English - Southern Michigan	Indo-European	eng	529	94.000	37	94.872	39	529
American English - Southern Michigan	Indo-European	eng	535	95.000	37	94.872	39	535
American English - Southern Michigan	Indo-European	eng	540	96.000	37	94.872	39	540
American English - Southern Michigan	Indo-European	eng	546	97.000	37	94.872	39	546
American English - Southern Michigan	Indo-European	eng	552	98.000	37	94.872	39	552
American English - Southern Michigan	Indo-European	eng	557	99.000	37	94.872	39	557
American English - Southern Michigan	Indo-European	eng	563	100.000	37	94.872	39	563
Amharic	Afro-Asiatic	amh	0	0.000	0	0.000	73	0
Amharic	Afro-Asiatic	amh	8	1.000	7	9.589	73	8
Amharic	Afro-Asiatic	amh	15	2.000	11	15.068	73	15
Amharic	Afro-Asiatic	amh	23	3.000	14	19.178	73	23
Amharic	Afro-Asiatic	amh	30	4.000	16	21.918	73	30
Amharic	Afro-Asiatic	amh	38	5.000	16	21.918	73	38
Amharic	Afro-Asiatic	amh	45	6.000	16	21.918	73	45
Amharic	Afro-Asiatic	amh	53	7.000	17	23.288	73	53
Amharic	Afro-Asiatic	amh	60	8.000	19	26.027	73	60
Amharic	Afro-Asiatic	amh	68	9.000	19	26.027	73	68
Amharic	Afro-Asiatic	amh	75	10.000	19	26.027	73	75
Amharic	Afro-Asiatic	amh	83	11.000	21	28.767	73	83
Amharic	Afro-Asiatic	amh	90	12.000	22	30.137	73	90
Amharic	Afro-Asiatic	amh	98	13.000	22	30.137	73	98
Amharic	Afro-Asiatic	amh	105	14.000	22	30.137	73	105
Amharic	Afro-Asiatic	amh	113	15.000	22	30.137	73	113
Amharic	Afro-Asiatic	amh	120	16.000	23	31.507	73	120
Amharic	Afro-Asiatic	amh	128	17.000	25	34.247	73	128
Amharic	Afro-Asiatic	amh	135	18.000	26	35.616	73	135
Amharic	Afro-Asiatic	amh	143	19.000	29	39.726	73	143
Amharic	Afro-Asiatic	amh	150	20.000	30	41.096	73	150
Amharic	Afro-Asiatic	amh	158	21.000	31	42.466	73	158
Amharic	Afro-Asiatic	amh	165	22.000	31	42.466	73	165
Amharic	Afro-Asiatic	amh	173	23.000	31	42.466	73	173
Amharic	Afro-Asiatic	amh	180	24.000	31	42.466	73	180
Amharic	Afro-Asiatic	amh	188	25.000	33	45.205	73	188
Amharic	Afro-Asiatic	amh	195	26.000	33	45.205	73	195
Amharic	Afro-Asiatic	amh	203	27.000	33	45.205	73	203
Amharic	Afro-Asiatic	amh	210	28.000	33	45.205	73	210
Amharic	Afro-Asiatic	amh	218	29.000	33	45.205	73	218
Amharic	Afro-Asiatic	amh	225	30.000	33	45.205	73	225
Amharic	Afro-Asiatic	amh	233	31.000	33	45.205	73	233
Amharic	Afro-Asiatic	amh	240	32.000	34	46.575	73	240
Amharic	Afro-Asiatic	amh	248	33.000	34	46.575	73	248
Amharic	Afro-Asiatic	amh	255	34.000	35	47.945	73	255
Amharic	Afro-Asiatic	amh	263	35.000	35	47.945	73	263
Amharic	Afro-Asiatic	amh	270	36.000	36	49.315	73	270
Amharic	Afro-Asiatic	amh	278	37.000	36	49.315	73	278
Amharic	Afro-Asiatic	amh	285	38.000	36	49.315	73	285
Amharic	Afro-Asiatic	amh	293	39.000	36	49.315	73	293
Amharic	Afro-Asiatic	amh	300	40.000	36	49.315	73	300
Amharic	Afro-Asiatic	amh	308	41.000	36	49.315	73	308
Amharic	Afro-Asiatic	amh	315	42.000	36	49.315	73	315
Amharic	Afro-Asiatic	amh	323	43.000	36	49.315	73	323
Amharic	Afro-Asiatic	amh	330	44.000	36	49.315	73	330
Amharic	Afro-Asiatic	amh	338	45.000	36	49.315	73	338
Amharic	Afro-Asiatic	amh	345	46.000	36	49.315	73	345
Amharic	Afro-Asiatic	amh	353	47.000	36	49.315	73	353
Amharic	Afro-Asiatic	amh	360	48.000	36	49.315	73	360
Amharic	Afro-Asiatic	amh	368	49.000	37	50.685	73	368
Amharic	Afro-Asiatic	amh	376	50.000	37	50.685	73	376
Amharic	Afro-Asiatic	amh	383	51.000	38	52.055	73	383
Amharic	Afro-Asiatic	amh	391	52.000	38	52.055	73	391
Amharic	Afro-Asiatic	amh	398	53.000	38	52.055	73	398
Amharic	Afro-Asiatic	amh	406	54.000	38	52.055	73	406
Amharic	Afro-Asiatic	amh	413	55.000	39	53.425	73	413
Amharic	Afro-Asiatic	amh	421	56.000	39	53.425	73	421
Amharic	Afro-Asiatic	amh	428	57.000	39	53.425	73	428
Amharic	Afro-Asiatic	amh	436	58.000	39	53.425	73	436
Amharic	Afro-Asiatic	amh	443	59.000	39	53.425	73	443
Amharic	Afro-Asiatic	amh	451	60.000	39	53.425	73	451
Amharic	Afro-Asiatic	amh	458	61.000	40	54.795	73	458
Amharic	Afro-Asiatic	amh	466	62.000	40	54.795	73	466
Amharic	Afro-Asiatic	amh	473	63.000	40	54.795	73	473
Amharic	Afro-Asiatic	amh	481	64.000	43	58.904	73	481
Amharic	Afro-Asiatic	amh	488	65.000	43	58.904	73	488
Amharic	Afro-Asiatic	amh	496	66.000	43	58.904	73	496
Amharic	Afro-Asiatic	amh	503	67.000	43	58.904	73	503
Amharic	Afro-Asiatic	amh	511	68.000	43	58.904	73	511
Amharic	Afro-Asiatic	amh	518	69.000	43	58.904	73	518
Amharic	Afro-Asiatic	amh	526	70.000	43	58.904	73	526
Amharic	Afro-Asiatic	amh	533	71.000	43	58.904	73	533
Amharic	Afro-Asiatic	amh	541	72.000	43	58.904	73	541
Amharic	Afro-Asiatic	amh	548	73.000	43	58.904	73	548
Amharic	Afro-Asiatic	amh	556	74.000	45	61.644	73	556
Amharic	Afro-Asiatic	amh	563	75.000	45	61.644	73	563
Amharic	Afro-Asiatic	amh	571	76.000	45	61.644	73	571
Amharic	Afro-Asiatic	amh	578	77.000	45	61.644	73	578
Amharic	Afro-Asiatic	amh	586	78.000	47	64.384	73	586
Amharic	Afro-Asiatic	amh	593	79.000	47	64.384	73	593
Amharic	Afro-Asiatic	amh	601	80.000	47	64.384	73	601
Amharic	Afro-Asiatic	amh	608	81.000	47	64.384	73	608
Amharic	Afro-Asiatic	amh	616	82.000	47	64.384	73	616
Amharic	Afro-Asiatic	amh	623	83.000	47	64.384	73	623
Amharic	Afro-Asiatic	amh	631	84.000	47	64.384	73	631
Amharic	Afro-Asiatic	amh	638	85.000	47	64.384	73	638
Amharic	Afro-Asiatic	amh	646	86.000	47	64.384	73	646
Amharic	Afro-Asiatic	amh	653	87.000	47	64.384	73	653
Amharic	Afro-Asiatic	amh	661	88.000	47	64.384	73	661
Amharic	Afro-Asiatic	amh	668	89.000	47	64.384	73	668
Amharic	Afro-Asiatic	amh	676	90.000	47	64.384	73	676
Amharic	Afro-Asiatic	amh	683	91.000	47	64.384	73	683
Amharic	Afro-Asiatic	amh	691	92.000	47	64.384	73	691
Amharic	Afro-Asiatic	amh	698	93.000	47	64.384	73	698
Amharic	Afro-Asiatic	amh	706	94.000	47	64.384	73	706
Amharic	Afro-Asiatic	amh	713	95.000	47	64.384	73	713
Amharic	Afro-Asiatic	amh	721	96.000	47	64.384	73	721
Amharic	Afro-Asiatic	amh	728	97.000	47	64.384	73	728
Amharic	Afro-Asiatic	amh	736	98.000	47	64.384	73	736
Amharic	Afro-Asiatic	amh	743	99.000	48	65.753	73	743
Amharic	Afro-Asiatic	amh	751	100.000	48	65.753	73	751
Arabic	Afro-Asiatic	arb	0	0.000	0	0.000	37	0
Arabic	Afro-Asiatic	arb	6	1.000	5	13.514	37	6
Arabic	Afro-Asiatic	arb	12	2.000	10	27.027	37	12
Arabic	Afro-Asiatic	arb	17	3.000	13	35.135	37	17
Arabic	Afro-Asiatic	arb	23	4.000	14	37.838	37	23
Arabic	Afro-Asiatic	arb	29	5.000	15	40.541	37	29
Arabic	Afro-Asiatic	arb	35	6.000	16	43.243	37	35
Arabic	Afro-Asiatic	arb	41	7.000	18	48.649	37	41
Arabic	Afro-Asiatic	arb	46	8.000	20	54.054	37	46
Arabic	Afro-Asiatic	arb	52	9.000	20	54.054	37	52
Arabic	Afro-Asiatic	arb	58	10.000	20	54.054	37	58
Arabic	Afro-Asiatic	arb	64	11.000	21	56.757	37	64
Arabic	Afro-Asiatic	arb	69	12.000	21	56.757	37	69
Arabic	Afro-Asiatic	arb	75	13.000	22	59.459	37	75
Arabic	Afro-Asiatic	arb	81	14.000	22	59.459	37	81
Arabic	Afro-Asiatic	arb	87	15.000	24	64.865	37	87
Arabic	Afro-Asiatic	arb	93	16.000	24	64.865	37	93
Arabic	Afro-Asiatic	arb	98	17.000	24	64.865	37	98
Arabic	Afro-Asiatic	arb	104	18.000	26	70.270	37	104
Arabic	Afro-Asiatic	arb	110	19.000	26	70.270	37	110
Arabic	Afro-Asiatic	arb	116	20.000	26	70.270	37	116
Arabic	Afro-Asiatic	arb	122	21.000	26	70.270	37	122
Arabic	Afro-Asiatic	arb	127	22.000	26	70.270	37	127
Arabic	Afro-Asiatic	arb	133	23.000	26	70.270	37	133
Arabic	Afro-Asiatic	arb	139	24.000	26	70.270	37	139
Arabic	Afro-Asiatic	arb	145	25.000	27	72.973	37	145
Arabic	Afro-Asiatic	arb	151	26.000	27	72.973	37	151
Arabic	Afro-Asiatic	arb	156	27.000	27	72.973	37	156
Arabic	Afro-Asiatic	arb	162	28.000	27	72.973	37	162
Arabic	Afro-Asiatic	arb	168	29.000	27	72.973	37	168
Arabic	Afro-Asiatic	arb	174	30.000	27	72.973	37	174
Arabic	Afro-Asiatic	arb	179	31.000	27	72.973	37	179
Arabic	Afro-Asiatic	arb	185	32.000	27	72.973	37	185
Arabic	Afro-Asiatic	arb	191	33.000	27	72.973	37	191
Arabic	Afro-Asiatic	arb	197	34.000	27	72.973	37	197
Arabic	Afro-Asiatic	arb	203	35.000	27	72.973	37	203
Arabic	Afro-Asiatic	arb	208	36.000	27	72.973	37	208
Arabic	Afro-Asiatic	arb	214	37.000	27	72.973	37	214
Arabic	Afro-Asiatic	arb	220	38.000	28	75.676	37	220
Arabic	Afro-Asiatic	arb	226	39.000	28	75.676	37	226
Arabic	Afro-Asiatic	arb	232	40.000	29	78.378	37	232
Arabic	Afro-Asiatic	arb	237	41.000	29	78.378	37	237
Arabic	Afro-Asiatic	arb	243	42.000	29	78.378	37	243
Arabic	Afro-Asiatic	arb	249	43.000	29	78.378	37	249
Arabic	Afro-Asiatic	arb	255	44.000	29	78.378	37	255
Arabic	Afro-Asiatic	arb	261	45.000	29	78.378	37	261
Arabic	Afro-Asiatic	arb	266	46.000	29	78.378	37	266
Arabic	Afro-Asiatic	arb	272	47.000	29	78.378	37	272
Arabic	Afro-Asiatic	arb	278	48.000	29	78.378	37	278
Arabic	Afro-Asiatic	arb	284	49.000	29	78.378	37	284
Arabic	Afro-Asiatic	arb	290	50.000	29	78.378	37	290
Arabic	Afro-Asiatic	arb	295	51.000	29	78.378	37	295
Arabic	Afro-Asiatic	arb	301	52.000	30	81.081	37	301
Arabic	Afro-Asiatic	arb	307	53.000	30	81.081	37	307
Arabic	Afro-Asiatic	arb	313	54.000	30	81.081	37	313
Arabic	Afro-Asiatic	arb	318	55.000	30	81.081	37	318
Arabic	Afro-Asiatic	arb	324	56.000	30	81.081	37	324
Arabic	Afro-Asiatic	arb	330	57.000	31	83.784	37	330
Arabic	Afro-Asiatic	arb	336	58.000	31	83.784	37	336
Arabic	Afro-Asiatic	arb	342	59.000	31	83.784	37	342
Arabic	Afro-Asiatic	arb	347	60.000	31	83.784	37	347
Arabic	Afro-Asiatic	arb	353	61.000	31	83.784	37	353
Arabic	Afro-Asiatic	arb	359	62.000	31	83.784	37	359
Arabic	Afro-Asiatic	arb	365	63.000	31	83.784	37	365
Arabic	Afro-Asiatic	arb	371	64.000	31	83.784	37	371
Arabic	Afro-Asiatic	arb	376	65.000	31	83.784	37	376
Arabic	Afro-Asiatic	arb	382	66.000	31	83.784	37	382
Arabic	Afro-Asiatic	arb	388	67.000	31	83.784	37	388
Arabic	Afro-Asiatic	arb	394	68.000	31	83.784	37	394
Arabic	Afro-Asiatic	arb	400	69.000	31	83.784	37	400
Arabic	Afro-Asiatic	arb	405	70.000	31	83.784	37	405
Arabic	Afro-Asiatic	arb	411	71.000	31	83.784	37	411
Arabic	Afro-Asiatic	arb	417	72.000	31	83.784	37	417
Arabic	Afro-Asiatic	arb	423	73.000	31	83.784	37	423
Arabic	Afro-Asiatic	arb	428	74.000	31	83.784	37	428
Arabic	Afro-Asiatic	arb	434	75.000	31	83.784	37	434
Arabic	Afro-Asiatic	arb	440	76.000	31	83.784	37	440
Arabic	Afro-Asiatic	arb	446	77.000	31	83.784	37	446
Arabic	Afro-Asiatic	arb	452	78.000	31	83.784	37	452
Arabic	Afro-Asiatic	arb	457	79.000	31	83.784	37	457
Arabic	Afro-Asiatic	arb	463	80.000	31	83.784	37	463
Arabic	Afro-Asiatic	arb	469	81.000	31	83.784	37	469
Arabic	Afro-Asiatic	arb	475	82.000	31	83.784	37	475
Arabic	Afro-Asiatic	arb	481	83.000	31	83.784	37	481
Arabic	Afro-Asiatic	arb	486	84.000	31	83.784	37	486
Arabic	Afro-Asiatic	arb	492	85.000	31	83.784	37	492
Arabic	Afro-Asiatic	arb	498	86.000	31	83.784	37	498
Arabic	Afro-Asiatic	arb	504	87.000	32	86.486	37	504
Arabic	Afro-Asiatic	arb	510	88.000	32	86.486	37	510
Arabic	Afro-Asiatic	arb	515	89.000	32	86.486	37	515
Arabic	Afro-Asiatic	arb	521	90.000	33	89.189	37	521
Arabic	Afro-Asiatic	arb	527	91.000	33	89.189	37	527
Arabic	Afro-Asiatic	arb	533	92.000	33	89.189	37	533
Arabic	Afro-Asiatic	arb	538	93.000	33	89.189	37	538
Arabic	Afro-Asiatic	arb	544	94.000	33	89.189	37	544
Arabic	Afro-Asiatic	arb	550	95.000	33	89.189	37	550
Arabic	Afro-Asiatic	arb	556	96.000	33	89.189	37	556
Arabic	Afro-Asiatic	arb	562	97.000	33	89.189	37	562
Arabic	Afro-Asiatic	arb	567	98.000	33	89.189	37	567
Arabic	Afro-Asiatic	arb	573	99.000	33	89.189	37	573
Arabic	Afro-Asiatic	arb	579	100.000	33	89.189	37	579
Assamese	Indo-European	asm	0	0.000	0	0.000	31	0
Assamese	Indo-European	asm	7	1.000	4	12.903	31	7
Assamese	Indo-European	asm	13	2.000	7	22.581	31	13
Assamese	Indo-European	asm	20	3.000	8	25.806	31	20
Assamese	Indo-European	asm	26	4.000	10	32.258	31	26
Assamese	Indo-European	asm	33	5.000	11	35.484	31	33
Assamese	Indo-European	asm	39	6.000	12	38.710	31	39
